word	syllables	suffix	meaning	semantics	ending	cons.cluster	all_vowels	last_vowel	1	2
идиоматизм	5	изм	NOT FOUND	NA	a	зм	ииоаи	и	0.002181512937203298	-0.0018399832649878389
идиоморфизм	5	изм	NOT FOUND	NA	a	зм	ииоои	и	0.0019614664332737197	-0.0016648811054487186
идиотизм	4	изм	обиходное название врожденного слабоумия; глупость, бессмыслица	NA	a	зм	ииои	и	0.002015185888914726	-0.0015330327229843203
идиофон	4	-	NOT FOUND	NA	a	н	ииоо	о	-4.951137335254741e-5	3.0105441030546173e-4
идиш	2	-	[идиш yidisch ср.-в.-нем. judisch еврейский немецкий judeеврей] — еврейский разговорный язык, близкородственный верхненемецкому иотделившийся от него только на протяжении последних столетий; включаетнекоторое число семитских в славянских элементов; в израиле и. вытесняетсяивритом; широко используется в вост. европе и в сша.	NA	a	ш	ии	и	3.137982367909913e-4	3.407581957996307e-4
идокраз	3	-	NOT FOUND	NA	a	з	иоа	а	-2.1064376855498552e-4	5.984867611802024e-4
иезуитизм	5	изм	NOT FOUND	NA	a	зм	иеуии	и	0.002259236465704111	-0.0019505341056371944
иероглиф	4	-	фигурный знак в идеографическом письме (в древнеегипетском, китайском и некоторых других)	NA	a	ф	иеои	и	4.3425105579089103e-4	-1.5782201563030806e-4
изатин	3	ин	NOT FOUND	NA	a	н	иаи	и	0.0011926726448536163	-4.4724488537541303e-4
изафенин	4	ин	NOT FOUND	NA	a	н	иаеи	и	0.0011747155864384774	-6.641768166985696e-4
изафет	3	-	NOT FOUND	NA	a	т	иае	е	-5.599448799958657e-4	-3.349053907994824e-4
избирком	3	-	NOT FOUND	NA	a	м	иио	о	-1.025310051750236e-4	5.824177562402279e-4
изборник	3	ник	-а, м. (стар.). Древнерусский рукописный сборник статей, отрывков из разных книг, рукописная антология. Изборник 1073 г.	NA	a	к	иои	и	0.0013909286266194452	-5.431810559178586e-4
избыток	3	ок	== излишек; обилие, полнота N1	NA	a	к	иыо	о	6.198686345197177e-4	3.2123214986004583e-4
известитель	4	итель	NOT FOUND	NA	a	ль	иеие	е	-0.0019292571864473315	-0.0024764485493988728
известняк	3	як	осадочная горная порода, состоящая Maxime из известкого шпата	NA	both	к	иея	я	7.583102946437883e-4	7.537056845679958e-4
извет	2	-	NOT FOUND	NA	a	т	ие	е	-7.074194268831768e-4	-3.543823380131939e-5
извив	2	ив	== извилина N1	NA	a	в	ии	и	9.230654075463559e-4	-1.1077727533186359e-4
извод	2	-	разновидность текста рукописного памятника, устанавливаемая на основании особенностей языка; <= извести	NA	a	д	ио	о	-1.7358250911743886e-4	6.386924810258496e-4
извоз	2	-	до революции: крестьянский отхожий промысел - перевозка грузов на лошадях; платные перевозки пассажиров владельцами личных автомобилей	NA	a	з	ио	о	-2.9418003355711e-4	6.462622864371767e-4
изволок	3	ок	NOT FOUND	NA	a	к	иоо	о	4.185972124559775e-4	3.8210901185183234e-4
изворот	3	от	поворот, извилина, изгиб	NA	a	т	иоо	о	6.367478216048438e-5	4.983487205449608e-4
изгиб	2	-	дугообразное искривление	NA	a	б	ии	и	3.1606375709129715e-4	3.0240193773854767e-4
изголовок	4	ок	NOT FOUND	NA	a	к	иооо	о	3.676663486976714e-4	2.2412221812880248e-4
излишек	3	ек	то, что остается лишним, сверх нужного, остаток; излишнее количество чего-нибудь	NA	a	к	иие	е	-3.866292178979318e-4	-7.088393355525078e-4
излом	2	-	место поворота, изгиба; место разлома, перелома	место	a	м	ио	о	-3.4456086412916546e-4	9.689744899919009e-4
излучатель	4	тель	NOT FOUND	NA	a	ль	иуае	е	-0.0023839717889786107	-0.003180680116179174
излёт	2	-	-а, м. Конечный момент полета летящего тела перед падением. Пули на излете.	NA	a	т	иё	ё	-1.3540296247570657e-4	7.620729253792068e-4
измельчитель	4	итель	NOT FOUND	NA	a	ль	иеие	е	-0.0019292571864473315	-0.0024764485493988728
измеритель	4	итель	прибор, инструмент для измерения чего-нибудь	артефакт	a	ль	иеие	е	-0.0020863671441015445	-0.002471375129881008
измолот	3	от	NOT FOUND	NA	a	т	иоо	о	6.367478216048438e-5	4.983487205449608e-4
измор	2	-	=>	NA	a	р	ио	о	-3.595411671298476e-4	6.223627539295645e-4
износ	2	-	NOT FOUND	NA	a	с	ио	о	-2.390092707087657e-4	7.231378956311741e-4
изоамилацетат	7	-	NOT FOUND	NA	a	т	иоаиаеа	а	-7.588743137920973e-4	-4.952819547034953e-4
изобутан	4	ан	NOT FOUND	NA	a	н	иоуа	а	-5.883453143589478e-5	4.886125304513592e-4
изобутилен	5	-	[см. изо... + бутилен]— органическое соединение, ненасыщенныйуглеводород алифатического ряда, газ; получается из изобутана; примен. дляполучения полиизобу-тилена, нек-рых видов синтетического каучука.	вещество	a	н	иоуие	е	-3.168688356146687e-4	-4.370835298741317e-4
изодиморфизм	5	изм	NOT FOUND	NA	a	зм	иоиои	и	0.0019998494153851986	-0.0016633947214661606
изоколон	4	-	[гр. isokolon] — стилистическая фигура, при которой всопоставляемых отрезках речи члены предложений расположены в одинаковомпорядке, полный параллелизм, напр.: «внимает он привычным ухом свист. марает онединым духом лист» (пушкин).	NA	a	н	иооо	о	-1.4965477932466113e-5	2.949317728042002e-4
изолюкс	3	-	NOT FOUND	NA	a	кс	иою	ю	-2.468282246420269e-4	6.325923352348502e-4
изолятор	4	-	особое помещение для больных или других лиц, нуждающихся в изоляции; электротехническое устройство для изоляции частей электрооборудования; == диэлектрик; вещество, плохо проводящее тепло Spec	артефакт	a	р	иояо	о	-5.296912905278583e-4	2.9340603836501105e-4
изоляционизм	6	изм	политика государственной замкнутости, отказа от участия в разрешении международных конфликтов	NA	a	зм	иояиои	и	0.001904140785722877	-0.0022753749770813344
изомер	3	-	[изо... + гр. meros доля, часть] — 1) хим. соединения, одинаковые посоставу и молекулярной массе, но различающиеся по строению; 2) ядерные и.(делящиеся и.) — одинаковые радиоактивные изотопы трансурановых элементов,имеющие разные периоды полураспада в основном и возбужденном энергетическомсостояниях.	NA	a	р	иое	е	-6.494639526033042e-4	-1.7937304667650566e-4
изоморфизм	4	изм	[см. изо... + ...морфизм] — 1) способность аналогичных посвойствам атома (иона) хим. элементов замещать друг друга в кристаллическихсоединениях, образуя аналогичные по структуре кристаллы переменного состава —т. наз. смешанные кристаллы; 2) мат. наличие взаимнооднозначного отображениядвух совокупностей, сохраняющего их структурные свойства; и. множества с самимсобой называется автоморфизмом; и. в топологии называется гомеоморфизмом.	NA	a	зм	иоои	и	0.001999686064216468	-0.0015193204750415204
изопрен	3	-	— органическое соединение, ненасыщенный углеводород алифатическогоряда*; жидкость; получают из ацетилена и формальдегида, а также из попутныхгазов нефтедобычи; примен. для получения нек-рых видов синтетического каучука.	вещество	a	н	иое	е	-3.5384586386725685e-4	-2.0772337204721112e-4
изоспин	3	ин	NOT FOUND	NA	a	н	иои	и	0.0011086517637039538	-3.850599094760954e-4
изотон	3	-	NOT FOUND	NA	a	н	иоо	о	3.59653858258401e-5	4.529185665272301e-4
изотоп	3	-	атом химического элемента, отличающийся от другого атома того же элемента своей массой. *Изотопы урана	NA	a	п	иоо	о	-1.0366172415250814e-4	5.736440478943511e-4
изофермент	4	-	[см. изо...] — иначе и з о -энзимы, изозимы — ферменты,различающиеся по строению, но катализирующие одну и ту же реакцию.	NA	a	нт	иоее	е	-7.289675596251873e-4	-3.049325644400534e-4
изохолестерин	6	ин	NOT FOUND	NA	a	н	иооееи	и	7.28252617604808e-4	-9.97667281510736e-4
изохронизм	4	изм	NOT FOUND	NA	a	зм	иоои	и	0.001999686064216468	-0.0015193204750415204
изоцентр	3	-	NOT FOUND	NA	a	нтр	иое	е	-7.559027280331013e-4	-3.293946357967919e-4
изразец	3	ец	плитка из обожженой глины для облицовки стен, печей, обычно покрытая с лицевой стороны глазурью, кафель	NA	a	ц	иае	е	-0.0013751379139387945	-9.83581441992205e-4
изумруд	3	-	прозрачный драгоценный камень густого зеленого цвета	NA	a	д	иуу	у	-1.0630953641671754e-4	6.505014208660935e-4
изъян	2	ян	повреждение, недостаток; убыток, ущерб	NA	a	н	ия	я	1.485959933577543e-4	0.0011060199494454135
изъянец	3	ец	NOT FOUND	NA	a	ц	ияе	е	-0.0015654768031180338	-0.0010975432750543331
изыск	2	-	чисто внешнее, претенциозное новшество	NA	a	ск	иы	ы	-3.768970777771176e-4	0.0010335052128427284
изюм	2	-	сушенные ягоды винограда	NA	both	м	ию	ю	-5.30828384525975e-4	9.565002906413455e-4
икарус	3	-	NOT FOUND	NA	a	с	иау	у	-1.4534728965654746e-4	7.16891359488046e-4
иконоскоп	4	-	[гр. eikon изображение + ...скоп] — передающая телевизионнаятрубка, предназначенная для преобразования оптического изображения вэлектрический сигнал.	NA	a	п	иооо	о	-1.5459258791081435e-4	4.1565725417132125e-4
иконостас	4	-	покрытая иконами стена, отделяющая алтарь в православном храме	NA	a	с	иооа	а	-2.36474624156707e-4	5.150658628518093e-4
икос	2	-	NOT FOUND	NA	a	с	ио	о	-2.390092707087657e-4	7.231378956311741e-4
икосаэдр	4	-	[гр. eikosi двадцать + hedra основание, поверхность, сторона] —двадцатигранник, тело, ограниченное двадцатью многоугольниками; правильный и.ограничен двадцатью равносторонними треугольниками; один из пяти правильныхмногогранников.	NA	a	др	иоаэ	э	-3.9497827799875e-4	8.003546328884491e-4
икотник	3	ник	NOT FOUND	NA	a	к	иои	и	0.0013909286266194452	-5.431810559178586e-4
икромёт	3	-	NOT FOUND	NA	a	т	иоё	ё	1.4732597226429717e-5	5.926708614704556e-4
икс	1	-	"""условное обозначение неизвестного или неназываемого лица; обозначение (лат. буквой ""х"") неизвестной или переменной величины"""	NA	a	кс	и	и	2.1129260390611827e-5	4.324997499549916e-4
икт	1	-	[лат. ictus удар; ударение] — ритмическое ударение или акцентстиха, в сочетании со слабыми слогами (тезисами) образующее ритм стиха.	NA	a	кт	и	и	-1.3921633401550683e-5	4.1420164163556765e-4
иктус	2	-	NOT FOUND	NA	a	с	иу	у	-3.837232794821576e-4	9.203564767695755e-4
ил	1	-	вязкий осадок из минеральных или органических веществ на дне водоема	NA	both	л	и	и	4.797981033750211e-5	5.034020660890357e-4
илеит	3	-	NOT FOUND	NA	a	т	иеи	и	7.05292558026318e-4	-1.8700194071497682e-4
илем	2	-	NOT FOUND	NA	a	м	ие	е	-8.059040199293451e-4	1.305574461836607e-4
иллиризм	3	изм	NOT FOUND	NA	a	зм	иии	и	0.0019887049964355144	-0.001297360264893049
иллювий	3	-	NOT FOUND	NA	a	й	июи	и	7.908261168740708e-4	-1.847146508783911e-4
иллюзион	4	-	NOT FOUND	NA	a	н	июио	о	7.287177262267098e-6	2.7648585785013325e-4
иллюзионизм	5	изм	[фр. illusionnisme лат] — 1) ложное философское воззрение,по которому внешний мир представляет собой лишь одну видимость, обман чувств(иллюзию); крайняя форма субъективного идеализма; 2) вид циркового и эстрадногоискусства, основанный на умении артистов (иллюзионистов) создавать при помощиспец. приемов и аппаратуры видимость «чудес».	NA	a	зм	июиои	и	0.0022592364657041115	-0.0019505341056371955
иллюминатор	5	-	герметически закрывающееся окно (на корабле, глубоководном или летательном аппарате)	NA	a	р	июиао	о	-3.2415737227152225e-4	1.5483510630022232e-4
илоочиститель	6	итель	NOT FOUND	NA	a	ль	иооиие	е	-0.002677233403017053	-0.0035297111676343873
ильм	1	-	лиственное дерево с прочной древесиной, род вяза	растение	a	льм	и	и	3.007668794113258e-4	5.029758519541341e-4
ильменит	3	-	NOT FOUND	NA	a	т	иеи	и	7.05292558026318e-4	-1.8700194071497682e-4
ильмень	2	-	NOT FOUND	NA	a	нь	ие	е	-9.5958310704462e-4	-1.0939101774096784e-4
ильмовник	3	ник	NOT FOUND	NA	a	к	иои	и	0.0013909286266194452	-5.431810559178586e-4
имажизм	3	изм	NOT FOUND	NA	a	зм	иаи	и	0.002013080484615281	-0.0013199086695691393
имажинизм	4	изм	направление в русской литературе начала 20 в., Primo опиравшееся на поэтику раннего футуризма и утверждавшее, что цель творчества состоит в создании самоценных словесных образов	NA	a	зм	иаии	и	0.0019851302596781174	-0.0015238815155155527
имамат	3	-	NOT FOUND	NA	a	т	иаа	а	-9.967845278376578e-5	5.344079982609534e-4
имарет	3	-	NOT FOUND	NA	a	т	иае	е	-5.599448799958657e-4	-3.349053907994824e-4
имбирь	2	-	пряность из корневища тропического травянистого растения; само это растение, богатое эфирными маслами	растение	both	рь	ии	и	3.04842102635343e-4	4.240354591859199e-4
именник	3	ник	NOT FOUND	NA	a	к	иеи	и	0.001429700688944583	-5.758021830272386e-4
именослов	4	в	NOT FOUND	NA	a	в	иеоо	о	1.660299789384328e-5	4.5913233867341327e-4
имеральд	3	-	NOT FOUND	NA	a	льд	иеа	а	-2.9385580845407065e-4	6.873279778779239e-4
имид	2	-	NOT FOUND	NA	a	д	ии	и	4.3289948590853367e-4	1.0797161055830838e-4
имидазол	4	-	NOT FOUND	NA	a	л	ииао	о	-2.705847460293016e-4	4.097490474121478e-4
имидж	2	-	-а, м. (книжн.). Представление о чьем-н. внутреннем облике, образе. Сло-живишйся и. руководителя.	NA	a	дж	ии	и	2.988061582535732e-4	8.260029391116395e-5
имин	2	-	NOT FOUND	NA	a	н	ии	и	4.644764842574717e-4	8.515895968749032e-5
имматериализм	6	изм	NOT FOUND	NA	a	зм	иаеиаи	и	0.0019041407857228769	-0.002275374977081335
иммельман	3	ан	[по имени нем. летчика м. иммельмана (1890—1916)1 — переворотиммельмана — фигура высшего пилотажа, полупетля (половина восходящей петли,завершающаяся в верхней точке поворотом на 180° для выхода в нормальныйгоризонтальный полёт).	NA	a	н	иеа	а	-3.6350059478863874e-5	6.711186067337128e-4
иммитанс	3	-	NOT FOUND	NA	a	нс	ииа	а	-2.3283914178869806e-4	7.160052956781604e-4
имморализм	4	изм	[лат. im- in не- + moralis нравственный] — то же, чтоаморализм.	NA	a	зм	иоаи	и	0.0019154149347754123	-0.001419589607236148
иммунитет	4	-	представленное кому-нибудь исключительное право не подчиняться некоторым общим законам; невосприимчивость к какому-нибудь инфекционному заболеванию	NA	a	т	иуие	е	-4.6121937517575024e-4	-2.9620831219152123e-4
иммуноглобулин	6	ин	[лат. immunis свободный от чего-л.; незатронутый +глобулины] — сложные белки из группы гликапротеидов, содержащиеся в сывороткекрови позвоночных животных в человека; являются антителами к каким-л. антигенам.	NA	a	н	иуооуи	и	7.282526176048079e-4	-9.976672815107358e-4
иммунодепрессант	6	-	[лат. depres-sio подавление] — вещества, понижающиеиммунитет организма; примен. при аутоиммунных заболеваниях и для преодолениятканевой несовместимости при трансплантациях.	NA	a	нт	иуоееа	а	-7.884724779209642e-4	-1.1090568307283676e-4
иммунодефицит	6	-	NOT FOUND	NA	a	т	иуоеии	и	9.45471584388815e-5	-6.599192720945731e-4
иммунокорректор	6	-	NOT FOUND	NA	a	р	иуооео	о	-6.792530522527592e-4	-1.7000576514391465e-4
иммунопрепарат	6	-	NOT FOUND	NA	a	т	иуоеаа	а	-5.016249468688211e-4	-1.0199581627886639e-4
иммуностимулятор	7	-	NOT FOUND	NA	a	р	иуоиуяо	о	-9.365024191760285e-4	-5.632919035685424e-4
иммунотоксин	5	ин	NOT FOUND	NA	a	н	иуоои	и	0.001083348297586049	-6.728264100666001e-4
иммуноцит	4	-	NOT FOUND	NA	a	т	иуои	и	4.6929416504489256e-4	-2.0393569842427095e-4
импеданс	3	-	[англ. impedance, нем. impe-danz лат. impedire препятствовать]— 1) фиэ. устаревшее название полного сопротивления электрической цепипеременному току, обусловленное омическим, индуктивным и емкостнымсопротивлениями цепи; 2) физиол. реактивное сопротивление, оказываемое живойтканью переменному току.	NA	a	нс	иеа	а	-2.436623064612988e-4	7.275851235103251e-4
импеллер	3	-	NOT FOUND	NA	a	р	иее	е	-6.471514601383192e-4	-1.2742960034091397e-4
императив	4	ив	повеление, безусловное требование Lib; == повелительное наклонение	NA	a	в	иеаи	и	0.0013365720908757438	-6.868738727276902e-4
империал	4	-	золотая монета достоинством в 10 руб., а после 1897 г. - в 15 руб; верхняя часть конки или омнибуса с местами для пассажиров	NA	a	л	иеиа	а	-2.872625650748507e-4	5.407121437580433e-4
империализм	5	изм	высшая и последняя стадия капитализма, характеризующаяся господством крупных монополий во всех сферах жизни, борьбой между капиталистическими странами за источники сырья и рынки сбыта за чужие территории, агрессивными войнами	NA	a	зм	иеиаи	и	0.0020814963015259157	-0.001748012149948763
имперфект	3	-	[ лат. imperfectum несовершенное (время)] — гран, форма глагола,обозначающая длительное действие в прошлом (в древнегреческом, санскрите инек-рых других древних индоевропейских языках).	NA	a	кт	иее	е	-6.397566946729302e-4	-1.1080191172395592e-4
импичмент	3	-	[англ, impeachment] — в ряде буржуазных стран (англия, сша и др.)— процедура привлечения к суду парламента высших должностных лиц государства.	NA	a	нт	иие	е	-7.805192791983828e-4	-3.756014221904822e-4
имплювий	3	-	NOT FOUND	NA	a	й	июи	и	7.908261168740708e-4	-1.847146508783911e-4
импорт	2	-	ввоз товаров, капиталов, технологии из-за границы; ввозимые из-за границы товары, изделия	NA	a	рт	ио	о	-3.1732797906460766e-4	7.566108962852579e-4
импост	2	-	[ит. imposta] — apxum. завершение столба, колонны или торца стены,служащее опорой для арки.	NA	a	ст	ио	о	-2.714055149890221e-4	7.39774481587025e-4
импрессионизм	5	изм	направление в искусстве конца 19 - начала 20 в., стремящееся к непосредственном у воспроизведению переживаний, настроений и впечатлений художника	NA	a	зм	иеиои	и	0.0019141666951205819	-0.0016349455822504547
импринтинг	3	-	NOT FOUND	NA	a	нг	иии	и	8.546485122500076e-4	-2.1380990750559048e-4
импульс	2	-	внутреннее побуждение к чему-нибудь, интеллектуальный или эмоциональный толчок, стимул Lib; побудительный момент, толчок, вызывающий какое-нибудь действие Spec	NA	a	льс	иу	у	-5.393596997446635e-4	9.599928785187622e-4
инактиватор	5	-	NOT FOUND	NA	a	р	иаиао	о	-3.109856954093856e-4	1.4891063117286921e-4
инбридинг	3	-	[англ, inbreeding in в, внутри + breeding разведение] —скрещивание близкородственных форм (животных или растений) в пределах однойпопуляции организмов. наиболее тесная форма инбридинга — самооплодотворение. и.в растениеводстве носит назв. и и -ц у х т (ср. аутбридинг, кроссбридинг).	NA	a	нг	иии	и	8.546485122500076e-4	-2.1380990750559048e-4
инвар	2	-	[лат. invariabilis неизменный] — магнитный сплав железа (63—65%) сникелем (37—35%), почти не изменяющий своего объема при изменении температуры винтервале от —80 до 100° с; примен. для изготовления деталей точныхизмерительных приборов.	NA	a	р	иа	а	-4.6697889119662783e-4	7.462687392337202e-4
инвариант	4	-	величина, остающаяся неизменяемой при тех или иных преобразованиях Spec; единица, заключающая в себе все основные признаки своих конкретных реализаций	NA	a	нт	иаиа	а	-3.5200482116145627e-4	3.6866525031004803e-4
инвентарь	3	-	подробная опись таких предметов; вещи, предметы, входящие в состав имущества предприятия, учреждения; предназначенные для какой-нибудь определенной цели, работ	NA	a	рь	иеа	а	-2.5768496667358986e-4	7.851332172018004e-4
инверсор	3	-	— в геометрии — прибор, позволяющий с помощью шарнирного механизмаосуществлять инверсию 3 б; в технике — механизм, преобразующий круговоедвижение в прямолинейное.	артефакт	a	р	иео	о	-3.399873868389599e-4	4.423362841419958e-4
инвертин	3	ин	NOT FOUND	NA	a	н	иеи	и	0.0011474238260290915	-4.176810365854754e-4
инвертор	3	-	[лат. invertere обращать, превращать] — в электротехнике —устройство для преобразования постоянного электрического тока в переменный; ввычислительной технике — элемент вычислительной машины для преобразованиясигнала одного знака (значения) в сигнал другого знака (значения): напр. 1 в 0,сигнала положительной полярности — в сигнал отрицательной полярности и т. д.	артефакт	a	р	иео	о	-3.399873868389599e-4	4.423362841419958e-4
инвойс	2	-	NOT FOUND	NA	a	йс	ио	о	-4.629677924491055e-4	6.288230803398184e-4
ингалятор	4	-	аппарат для ингаляции	артефакт	a	р	иаяо	о	-4.956536469144055e-4	2.922286332046305e-4
ингаляторий	5	ий	— специально оборудованное помещение для выполненияискусственной ингаляции.	NA	a	й	иаяои	и	0.0011500836325205792	-7.818357839304337e-4
ингибитор	4	-	[лат. inhibere сдерживать, останавливать] — 1) вещество,замедляющее хим. реакции или прекращающее их; примен. для замедления илипредотвращения нек-рых процессов, напр, коррозии металлов, окисления топ-лив(см. катализатор); 2) биол. природное или синтетическое вещество, угнетающееактивность ферментов (или полностью прекращающее их деятельность) и врезультате нарушающее нормальный обмен веществ в организме; в более широкомсмысле — агент, тормозящий какой-л. сложный биологический процесс, напр. и.роста растений.	вещество	a	р	ииио	о	-1.4727221570843532e-4	2.593162168349964e-4
ингредиент	4	-	составная часть чего-нибудь (вещества, смеси)	NA	a	нт	иеие	е	-8.447510483631741e-4	-5.85511226719116e-4
ингридиент	4	-	NOT FOUND	NA	a	нт	ииие	е	-6.85007323816272e-4	-3.0088038073954325e-4
индамин	3	ин	NOT FOUND	NA	a	н	иаи	и	0.0011926726448536163	-4.4724488537541303e-4
индекс	2	-	[лат. index указатель, список] — 1) указатель, реестр имен,названий и т. п.; 2) система условных обозначений (буквенных, цифровых), напр,библиотечно-библиографический и., почтовый и.; 3) мат. числовой или буквенныйуказатель, ставящийся чаще всего внизу буквы, входящей в математическое выражение,напр. а,, х|6 и т. д.; 4) эк. цифровой показатель, выражающий (обычно впроцентах) последовательные изменения какого-л, экономического явления-объемапроизводства, цен, внешней торговли и т. д.; 5) метеор, числовая характеристикакакого-л, природного процесса или состояния, напр. и. циркуляции, и. сухости идр.; 6) «и н -деке запрещенных книг» (index librorum prohibitorum) —издававшийся ватиканом с 16 в. по 1966 г. и систематически пополнявшийсяперечень книг, которые признаны католической церковью еретическими и запрещеныдля верующих.	NA	a	кс	ие	е	-8.461690563008802e-4	2.11906609768225e-5
индемнитет	4	-	[нем. indemnitat, англ, indemnity] — 1) в нек-рых буржуазныхстранах — свобода выступлений и голосования в парламенте, в силу которой недопускается привлечение депутата к ответственности за его парламентскуюдеятельность; 2) возмещение ущерба, компенсация (обычно — в международномправе).	NA	a	т	иеие	е	-6.446198031716464e-4	-5.79425861419962e-4
индент	2	-	NOT FOUND	NA	a	нт	ие	е	-9.075506720747044e-4	-4.1523599100473314e-5
индетерминизм	5	изм	[лат. in- не- + детерминизм] — идеалистическая философскаяконцепция, отвер!аюшая всеобщую закономерность и причинную зависимость явленийв природе и обществе.	NA	a	зм	иееии	и	0.002259236465704112	-0.0019505341056371961
индивидуализм	6	изм	нравственный принцип, ставящий интересы отдельной личности выше интересов общества; стремление к выражению своей личности, своей индивидуальности, к противопоставлению себя другим	NA	a	зм	иииуаи	и	0.0019041407857228777	-0.002275374977081335
индий	2	-	[назв. по синей (цвета индиго) линии спектра] — хим. элемент, символin (лат. indium), серебристо-белый мягкий металл; примен. в полупроводниковойтехнике, для антикоррозийных покрытий, для изготовления легкоплавких сплавов идр.	вещество	a	й	ии	и	5.772264960750057e-4	1.2488769993495096e-5
индикан	3	ан	[лат. indicus индийский] — 1) вещество, содержащееся виндигоносных растениях и дающее синюю краску индиго; 2) вещество, образующеесяв организме животных из продуктов распада белка (аминокислоты триптофана,биогенного амина индола и др.).	вещество	a	н	ииа	а	5.255553756843742e-5	6.376713773053754e-4
индикатив	4	ив	[лат. indicative (modus)] — грам. изъявительное наклонениеглагола.	NA	a	в	ииаи	и	0.0011647648447600239	-5.455513686439856e-4
индикатор	4	-	прибор (устройство, элемент), отражающий какой-нибудь процесс, состояние наблюдаемого объекта; вещество, являющееся химическим реактивом	артефакт	a	р	ииао	о	-4.969909128879561e-4	3.0899435385958697e-4
индикт	2	-	[лат. indictio] — 1) 15-летний период, в течение которого римляне трираза собирали дань с побежденных; 2) введенный в 312 г. византийскимимператором константином 1 цикл 15-летнего исчисления времени вместо 4-летнего(см. олимпиада 1); счет по индиктам прекратили в 18 в.	абстрактное понятие	a	кт	ии	и	6.104050067211199e-4	-7.042802652290435e-5
индифферентизм	5	изм	индифферентное отношение к чему-нибудь	NA	a	зм	ииееи	и	0.0022592364657041115	-0.0019505341056371957
индоксил	3	-	NOT FOUND	NA	a	л	иои	и	5.546214162303671e-4	-2.6849602693410637e-5
индол	2	-	— органическое соединение гетероциклического ряда; твердыйкристаллический продукт; содержится в каменноугольной смоле и нек-рых эфирныхмаслах, в кишечнике млекопитающих и человека; получается синтетически; примен.для изготовления лекарственных препаратов, в парфюмерной промышленности.	вещество	a	л	ио	о	-2.1216252555070536e-4	7.063234654038183e-4
индоссамент	4	-	[нем. indossament фр. endossement лат. in на + dorsumспина] — иначе жиро — передаточная надпись на обороте векселя, чека и т. п.,удостоверяющая переход прав по этому документу к другому лицу.	NA	a	нт	иоае	е	-7.75173028820476e-4	-4.092903610461789e-4
индофенол	4	-	NOT FOUND	NA	a	л	иоео	о	-1.933267574571565e-4	4.1049179682449964e-4
индуизм	3	изм	распространенная в Индии религия, главные течения которой основаны на культе богов Вишну и Шивы	абстрактное понятие	a	зм	иуи	и	0.002345283063189208	-0.0014706458611952967
индуктор	3	-	электромагнитное устройство, предназначенное для индукционного нагрева; небольшая электромагнитная машина, применяемая в телефонной аппаратуре	артефакт	a	р	иуо	о	-2.74676202675363e-4	4.197357046195871e-4
индустриализм	5	изм	NOT FOUND	NA	a	зм	иуиаи	и	0.0022592364657041124	-0.0019505341056371961
индюшатник	4	ник	NOT FOUND	NA	a	к	июаи	и	0.0015075862299802707	-7.731962437109922e-4
иней	2	-	тонкий слой ледяных кристаллов, образующийся благодаря испарениям на охлаждающейся поверхности	NA	both	й	ие	е	-6.364114797542515e-4	-7.102084783191517e-5
инжектор	3	-	[фр. injecteur лат. injectare вбрасывать] — струйный насос длясжатия газов и паров, а также нагнетания жидкости в различные аппараты ирезервуары; и. примен., напр., для подачи воды под давлением в паровые котлы.	NA	a	р	иео	о	-1.8287742918474698e-4	4.372628646241304e-4
инженеринг	4	-	NOT FOUND	NA	a	нг	иееи	и	7.14465608720247e-4	-2.7207639604134105e-4
инжиниринг	4	-	NOT FOUND	NA	a	нг	ииии	и	8.499646081735788e-4	-4.017899990821368e-4
инжир	2	-	южное дерево семейства тутовых с сочными сладкими плодами, смоковница; самый плод его (винная ягода)	растение	both	р	ии	и	2.781203306229767e-4	2.1772623270019536e-4
инион	3	-	NOT FOUND	NA	a	н	иио	о	3.229395555723645e-5	4.316422503224747e-4
инициал	4	-	[лат. initialis первоначальный] — 1) начальные буквы имени,отчества, фамилии; 2) в старинных рукописях и в современных печатных изданиях —буквицы— начальные буквы частей, глав и т. п., выполненные в увеличенном посравнению с текстом размере и украшенные орнаментом, иллюстративным рисунком ит. д.	NA	a	л	иииа	а	-3.169808485644999e-4	4.838046180145653e-4
инициализатор	7	-	NOT FOUND	NA	a	р	иииаиао	о	-9.365024191760283e-4	-5.632919035685418e-4
инклинатор	4	-	[лат. inclinare наклонять] — прибор для измерения магнитногонаклонения.	артефакт	a	р	ииао	о	-4.969909128879561e-4	3.0899435385958697e-4
инклинометр	4	-	[лат. inclinare наклонять + ...метр] — прибор для определенияазимута и углов наклона оси буровой скважины.	артефакт	a	тр	ииое	е	-9.812968093185122e-4	-5.112551679479178e-4
инклюзив	3	ив	NOT FOUND	NA	a	в	июи	и	0.0012147474607201215	-3.298480977999224e-4
инкремент	3	-	NOT FOUND	NA	a	нт	иее	е	-6.660874166545917e-4	-1.552180634818277e-4
инкубатор	4	-	специальное устройство для искусственного выведения птенцов домашних птиц, молоди рыб, гусениц шелкопряда	артефакт	a	р	иуао	о	-5.296912905278587e-4	2.9340603836501105e-4
инкубаторий	5	ий	помещение, в котором размещены инкубаторы	NA	a	й	иуаои	и	0.001150083632520578	-7.818357839304331e-4
инноград	3	-	NOT FOUND	NA	a	д	иоа	а	-9.004624411531439e-5	5.909169557688753e-4
инозин	3	ин	NOT FOUND	NA	a	н	иои	и	0.0011086517637039538	-3.850599094760954e-4
