word	syllables	suffix	meaning	semantics	ending	cons.cluster	all_vowels	last_vowel	1	2
humorista	4	-	-u 1. spisovateľ diel humorného obsahu2. človek oplývajúci humorom;	NA	u	V	uoia	a	0.0013437650684604708	-5.988266050531082e-4
humor	2	-	NOT FOUND	NA	u	r	uo	o	2.4818085580092375e-4	-9.448187671860089e-4
huncút	2	-	-afigliar, šibal, beťár, výmyselník, lapaj: h. chlapec huncútsky;	NA	a	t	uú	ú	0.0010221019663357173	-9.247752210708244e-4
huncútik	3	ik	-a-ci	NA	a	k	uúi	i	-0.003254446529598566	-2.8279642104694425e-5
hurhaj	2	-	-akrik, lomoz, haravara, huriavk: v dome je h., robiť h.	NA	a	j	ua	a	9.543458171337029e-4	-0.001113088691840797
hurikán	3	-	-uorkán v oblasti Karibského mora	NA	u	n	uiá	á	8.762985486328522e-5	-5.478885134578368e-4
hutník	2	ník	NOT FOUND	NA	a	k	uí	í	-0.004754808853688692	3.756170867022215e-4
hvezdár	2	-	NOT FOUND	NA	a	r	eá	á	3.6446276642191386e-4	-9.030437004682094e-4
hybrid	2	-	-ukríženec; miešanec;	NA	u	d	yi	i	-3.0139055447052436e-4	-9.124215016454463e-4
hymnus	2	-	-nuchválospev, óda: h. na prírodu;	NA	u	s	yu	u	0.0020171822959168593	-0.001581092253547966
hypermangán	4	-	-udruh dezinfekčného prostriedku tmavofialovej farby;	NA	u	n	yeaá	á	5.855890905854371e-4	-4.238302475630521e-4
hypnotizér	4	-	-akto vie hypnotizovať;	NA	a	r	yoié	é	0.0011341067151428286	-4.1288658747956576e-4
hýrivec	3	ec	-vcahýriaci, hýrivý človek	NA	a	c	ýie	e	0.0011544608422146224	0.006935150310861538
idealista	5	-	-u 1. stúpenec idealizmu2. nadšenec, rojko;	NA	u	V	ieaia	a	0.001674711728056365	-5.709152925234491e-4
idealizmus	5	-	-mu 1. filoz. smer vychádzajúci z prvotnosti duchovného, ideálneho princípu,materializmus2. nezištné nadšenie za ideály, oduševnenie: mladí sú naplnení i-om;	абстрактное понятие	u	s	ieaiu	u	0.0031256091918617467	-0.0015900205458208698
ideológ	4	-	-a-oviatvorca al. hlásateľ istej ideológie: i. revolúcie, i. marxizmu, národný i.;	NA	a	g	ieoó	ó	0.0014845715504612272	-4.048065780982504e-4
idiogram	4	-	NOT FOUND	NA	u	m	iioa	a	0.0014162872239850395	-6.269558473187064e-4
idiomatizmus	6	-	NOT FOUND	абстрактное понятие	u	s	iioaiu	u	0.0034411403142767284	-0.0024073086194396024
idióm	3	-	NOT FOUND	абстрактное понятие	u	m	iió	ó	0.0014531983263092402	-0.0012146931472478528
idiot	3	ot	-ačlovek postihnutý idiotizmom;	NA	a	t	iio	o	-2.8580728576103475e-4	-8.20336671863498e-4
idiotizmus	5	izmus	-munajvyšší st. slabomyseľnosti, choromyseľnosť	абстрактное понятие	u	s	iioiu	u	0.004386509407269806	-0.002476684514084728
idol	2	-	-a/-upredmet zbožňovania, modla: stal sa i-om mládeže	артефакт	both	l	io	o	2.8570327972453027e-4	-0.0012525954128881174
ihlan	2	-	-a/-umnohosten, ktorého základňou je mnohouholník a bočnými stenami sú trojuholníky so spoločným vrcholom; takýto tvar: zrezaný i., pravidelný šesťboký i.;opracovať kamene do i-a;	NA	both	n	ia	a	6.968147881355773e-4	-0.0010536216999114402
ihlanček	3	ček	-a	NA	a	k	iae	e	-8.064241231901867e-4	0.0027468316173241704
ihličnan	3	-	-aihličnatý strom	NA	a	n	iia	a	2.813403970414135e-4	-6.251120136571078e-4
iluzionista	6	-	-u 1. stúpenec iluzionizmu 2. kto sa oddáva ilúziám, rojko3. kto predvádza ilúzie ;	NA	u	V	iuioia	a	0.0019902428504713536	-0.0013882033661421834
iluzionizmus	6	-	NOT FOUND	NA	u	s	iuioiu	u	0.0028746337235769797	-0.0018481467941340627
imbecil	3	-	-a-i/-oviačlovek postihnutý imbecilitou;	NA	a	l	iei	i	-0.001000344977907577	-4.6449187520104275e-4
imidž	2	-	-a/-uvonkajšie pôsobenie, vzhľad; celkový dojem; dobré meno: dbať na i. firmy; zlepšiť si i.	абстрактное понятие	both	dž	ii	i	-7.100748840036416e-5	-0.001600829893991708
imitátor	4	-	-akto imituje, napodobňovateľ: i. vtákov, hercov;	NA	a	r	iiáo	o	6.179202144079906e-4	-4.17779744816642e-4
imperatív	4	-	-u 1.rozkazovací spôsob2.príkaz, požiadavka: kategorický i.;	абстрактное понятие	u	v	ieaí	í	-0.0012591781093659034	-1.423416881114264e-4
imperátor	4	-	-azvrchovaný vládca (cár, cisár ap.); (pôv.) čestný titul rím. vojvodcu;	NA	a	r	ieáo	o	6.179202144079905e-4	-4.1777974481664294e-4
imperialista	6	-	-uuskutočňovateľ politiky imperializmu;	NA	u	V	ieiaia	a	0.001990242850471352	-0.001388203366142183
imperializmus	6	-	-mu 1. úsilie politicky, hospodársky a kultúrne ovládnuť cudzie územia al. národy2. podľa marxizmu-leninizmu najvyššie, monopolistické štádium kapitalizmu;	абстрактное понятие	u	s	ieiaiu	u	0.0034411403142767297	-0.0024073086194396024
import	2	-	-udovoz (tovaru, služieb ap.),export: i. dreva, i. z Poľska;	абстрактное понятие	u	rt	io	o	8.668059948781032e-4	-0.0013665660830840868
impresionista	6	-	-ustúpenec impresionizmu;	NA	u	V	ieioia	a	0.001990242850471353	-0.0013882033661421834
impresionizmus	6	-	-muumel. smer 2. polovice 19. stor. usilujúci sa o zachytenie chvíľkového dojmu, vnemu, nálady;	NA	u	s	ieioiu	u	0.0028746337235769797	-0.0018481467941340634
impulz	2	-	-u 1. podnet, popud, pohnútka: tvorivý i.;dostať i. na niečo, čerpať i-y2.krátka zmena napätia, prúdu al. výkonu;	NA	u	lz	iu	u	0.002094548707963126	-0.0018061700017408212
indikatív	4	-	-uoznam. spôsob;	NA	u	v	iiaí	í	-0.0012655110880145633	2.2312713447319475e-4
infinitív	4	-	-uneurčitok;	NA	u	v	iiií	í	-0.001265511088014563	2.2312713447319565e-4
ingot	2	ot	-ublok odliateho kovu (obyč. ocele) na ďalšie spracúvanie	NA	u	t	io	o	9.76665088838285e-5	-0.0011776314124800585
iniciátor	5	-	-akto dáva podnet, pôvodca, strojca: i. výstavy;	NA	a	r	iiiáo	o	9.488668740038849e-4	-3.8986843228698293e-4
inotaj	3	-	-ualegória: básnický i.	NA	u	j	ioa	a	6.175323038651111e-4	-7.028168241631694e-4
inšpektor	3	-	-akto koná inšpekciu ; označenie niekt. úradníkov: i. hygieny práce;školský, dopravný i.;	NA	a	r	ieo	o	-2.9691530356034117e-4	-5.556726623662696e-4
inšpektorát	4	át	-udozorný al. kontrolný úrad: dopravný i.	NA	u	t	ieoá	á	2.4464951796277683e-4	-3.121940413849355e-4
inštinkt	2	-	NOT FOUND	NA	u	nkt	ii	i	-6.375140791001145e-4	-0.0010416680686861671
inštitút	3	-	-u 1. ústav : fyzikálny i.2. v min. typ vys. školy: pedagogický i.3. inštitúcia : i. rodiny	NA	u	t	iiú	ú	6.844167455274808e-4	-5.398544643405365e-4
inštruktor	3	-	-akto inštruuje: lyžiarsky i., i. amatérskeho krúžku;	NA	a	r	iuo	o	-2.6076971210681817e-4	-5.261966927690127e-4
inštrumentalista	6	-	NOT FOUND	NA	u	V	iueaia	a	0.001990242850471353	-0.0013882033661421834
inštrumentár	4	-	-akto podáva operujúcemu lekárovi nástroje;	NA	a	r	iueá	á	8.383874898277209e-4	-3.791153877408515e-4
intelektuál	5	ál	-ačlovek s vyšším vzdelaním a rozumovými schopnosťami (obyč. pracujúci duševne), vzdelanec;	NA	a	l	ieeuá	á	9.86335524083892e-4	-6.472293622875178e-4
intelekt	3	-	-urozumové schopnosti, rozum, um;	NA	u	kt	iee	e	5.838171878722139e-4	0.002116460860817506
interdikt	3	-	NOT FOUND	NA	u	kt	iei	i	-0.0010422485977743836	1.7179229372430108e-4
interes	3	-	-uzáujem□ mať i. (o niečo) zaujímať sa	абстрактное понятие	u	s	iee	e	0.0014626071710389793	9.78816926806918e-4
internacionalista	8	-	-ustúpenec internacionalizmu ;	NA	u	V	ieaioaia	a	0.00220637437288027	-0.0018609854032637324
internacionalizmus	8	-	-mu 1.medzinárodný ráz niečoho, medzinárodnosť: i. kongresu2. smer usilujúci sa o medzinárodné riešenie sociálnych, ekon., práv. a iných otázok3.cudzie slovo použ. vo viacerých príbuzných a nepríbuzných jazykoch vychádzajúce obyč. z gréc.-lat. základu;	абстрактное понятие	u	s	ieaioaiu	u	0.0036572718366856354	-0.0028800906565611705
internát	3	-	-uustanovizeň na kolektívne ubytovanie, stravovanie (a výchovu) žiakov, študentov ap.: vysokoškolský, chlapčenský i.;	NA	u	t	ieá	á	1.0917831295901159e-4	-4.483574342809356e-4
internetista	5	-	NOT FOUND	NA	u	V	ieeia	a	0.0016747117280563638	-5.709152925234486e-4
internet	3	-	NOT FOUND	NA	u	t	iee	e	6.370082958370406e-4	0.0016468440635957944
internista	4	-	NOT FOUND	NA	u	V	ieia	a	0.001343765068460471	-5.988266050531084e-4
interpret	3	-	-akto predvádza (umel. dielo): profesionálny i.;i-i populárnej hudby;	NA	a	t	iee	e	6.370082958370406e-4	0.0016468440635957944
interpretátor	5	-	-akto vykladá, vysvetľuje niečo; vykladač2: i. zákona;	NA	a	r	ieeáo	o	9.48866874003885e-4	-3.898684322869832e-4
intravilán	4	-	-uzastavaná al. na zástavbu určená časť územia obce,extravilán: chalupa leží v i-e;	NA	u	n	iaiá	á	6.163434061147672e-4	-4.0740926919296183e-4
intrigán	3	-	-akto intriguje;	NA	a	n	iiá	á	8.522785479143219e-5	-5.522215709827858e-4
iný	2	-	NOT FOUND	NA	u	V	iý	ý	0.0011406596893741442	-0.0011005321648032195
inzerát	3	-	-uplatené tlačové oznámenie : prihlásiť sa na i.;dať do novín i.;	NA	u	t	ieá	á	1.0917831295901159e-4	-4.483574342809356e-4
istič	2	č	-aspínač vypínajúci prúd pri preťažení	NA	a	č	ii	i	-5.540449585984534e-4	-0.0014409157940405723
íverček	3	-	-a	NA	a	k	íee	e	-2.758639513873214e-4	0.0022388306303298966
izochronizmus	5	-	NOT FOUND	абстрактное понятие	u	s	iooiu	u	0.0031256091918617445	-0.0015900205458208698
izolacionista	7	-	NOT FOUND	NA	u	V	ioaioia	a	0.0021097040583174416	-0.0017972681728021746
izolacionizmus	7	-	NOT FOUND	абстрактное понятие	u	s	ioaioiu	u	0.0035606015221228185	-0.002816373426099594
jadrovník	3	ník	-ablanité puzdrá so semenami v dužine malvíc	NA	a	k	aoí	í	-0.005106952159124177	7.910248555650607e-4
jaseň	2	-	-a 1. listnatý strom s bielym pružným drevom, 2. jaseňové drevo; výrobok z neho: lyže z j-a3. (plastová) dyha štruktúrou a farbou podobná tomuto drevu;	NA	a	ň	ae	e	0.001097678939017825	0.0016839363821379925
jaskyniar	4	-	-a 1. odborník v jaskyniarstve, speleológ2. športovec pestujúci jaskynnú turistiku;	NA	a	r	ayia	a	0.0011573008066304636	-4.793444873293274e-4
jasličkár	3	-	-adieťa, kt. je v opatere det. jasieľ	NA	a	r	aiá	á	2.814787493805085e-4	-5.306961723698326e-4
jasnovidec	4	ec	NOT FOUND	NA	a	c	aoie	e	0.0016407325921520201	0.005953147669943853
jasot	2	ot	-ujasanie, plesanie: j. publika	NA	u	t	ao	o	5.2953301495494084e-5	-0.001182274126453408
jas	1	-	-usilné biele svetlo, žiara: j. slnka, lámp;ráno plné j-u;	NA	u	s	a	a	0.0018158811624652777	-0.0015491924718136283
jav	1	-	-učo možno zmyslovo pozorovať : spoločenský j.;negatívne j-y (spoločnosti);fyzikálne, prírodné j-y úkazy;	NA	u	v	a	a	0.001258926972112149	-0.0012914667601491628
jazdec	2	ec	NOT FOUND	NA	a	c	ae	e	0.0013458695297017362	0.005337896510855763
jazýček	3	-	NOT FOUND	NA	a	k	aýe	e	-6.195236189808391e-4	0.0014268552919289546
jazyčisko	4	-	NOT FOUND	NA	a	V	ayio	o	8.043844762379965e-4	-5.372618625404216e-4
jazyk	2	-	-a 1. pohyblivý svalnatý útvar v ústnej dutine , orgán chuti; 1 z orgánov ľudskej reči: oblízať j-om, vyplaziť j.;bravčový, údený j.2. čo sa podobá jazyku pozdĺžnym úzkym tvarom: snehové j-y;j. v topánke;v názvoch rastlín: jelení j., hadí j.3. sústava vyjadrovacích znakových prostriedkov istého spoločenstva, kt. slúži ako nástroj myslenia, dorozumievania a ukladania poznatkov; jej čiastkový útvar, reč: slovenský j.;slovanské, románske j-y;učiť sa cudzie j-y;spisovný j.;štúrovský, bernolákovský j. spis. slovenčina kodifikovaná Štúrom, Bernolákom;j. Hviezdoslava;odborný j.● mať j. (ostrý) ako britva, ako žihadlo, mať štipľavý, ostrý j. ubližovať rečou; byť uštipačný, ostro hovoriť;mať dlhý, veľký, podrezaný j. byť jazyčnatý, hašterivý;→ zlé j-y (hovoria, vravia);mlieť j-om, j. mu ide ako mlyn veľa a rýchle hovorí;má ťažký j., j. sa mu pletie ťažko rozpráva, obyč. od opitosti;j. sa mu potkol povedal, čo nechcel;→ drať si j. nadarmo;povie, tára, čo mu na j. príde,čo mu slina na j. prinesie nekontroluje sa pri reči; → stúpať si na j.;(mať) → dar j-a; mať → dušu na j-u;mať niečo na j-u nemôcť si spomenúť na výraz;→ d(áv)ať si pozor na j.; držať j. za zubami mlčať;→ rozviazať niekomu j.;j. sa mu rozviazal a) rozhovoril sa b)začal rozprávať;skoro si j. zlomil ťažko vyslovoval (nezvyčajné slová);→ sliny sa mu zbiehajú na j-u;	абстрактное понятие	a	k	ay	y	4.587928274242526e-4	-0.0013530831928896534
jazykovedec	5	ec	-dcaodborník v jazykovede, lingvista;	NA	a	c	ayoee	e	0.0020340663682679927	0.007100463087163886
jedák	2	ák	-a-ci 1. kto rád (veľa) je: veľký j. múčnikov2.človek, ktorého treba nasýtiť: v rodine je veľa j-ov	NA	a	k	eá	á	-0.001080592285376909	-8.194870060558528e-4
jedenapolnásobok	7	ok	NOT FOUND	NA	u	k	eeaoáoo	o	-9.193959116104974e-4	-0.0014244316901846682
jedináčik	4	ik	-a-oviajediné dieťa : ostal j.	NA	a	k	eiái	i	-0.0027057876631410905	1.091218216679953e-4
jednotkár	3	-	-ažiak, kt. má prospech na jednotku;	NA	a	r	eoá	á	6.23967699150572e-5	-4.986569156045007e-4
jednotlivec	4	ec	-vcajednotlivý človek, indivíduum: podľa j-ov nemožno posudzovať celú spoločnosť;preteky j-cov (v športe);	NA	a	c	eoie	e	0.0016833131752070022	0.006526388176163803
jed	1	-	-u 1. látka, kt. poškodzuje, ničí organizmy; otrava: včelí, hadí j.;otráviť j-om2.zlosť, hnev: schytil ho j.●to je do j-u hnevá to;vyliať si j. na niekom, niečom vyvŕšiť sa;	вещество	u	d	e	e	0.0015890050470480958	2.52525116958936e-4
ježiško	3	-	NOT FOUND	NA	a	V	eio	o	9.801648532954763e-5	-6.431784526220041e-4
judaizmus	4	-	-mužidovské náboženstvo;	NA	u	s	uaiu	u	0.002336388138320699	-0.0011714423425646832
junák	2	ák	-a-cimladík, mládenec;	NA	a	k	uá	á	-0.0010303272525636399	-8.154338417286899e-4
juniáles	4	-	NOT FOUND	NA	u	s	uiáe	e	0.0017304661447665722	9.589946586438977e-4
junior	3	-	NOT FOUND	NA	a	r	uio	o	1.0933875681226207e-4	-5.822666000334773e-4
junker	2	-	NOT FOUND	NA	a	r	ue	e	9.677444980460757e-4	0.0010783126097611458
kabaret	3	-	-u 1. zábavný tanečno-hud. humoristický, príp. artistický program: silvestrovský k.2. podnik s takýmto programom: ísť do k-u;	NA	u	t	aae	e	6.434565340073687e-4	0.0020183183138390653
kabát	2	-	-avrchný odev s rukávmi kryjúci v rozlič. miere telo od pliec dolu: dlhý, zimný k. zvrchník, plášť;nohavice s k-om sakom;pyžamový, kostýmový k.● obrátiť, prevrátiť k. zmeniť presvedčenie;→ vyprášiť niekomu k.;bližšia → košeľa ako k.;	NA	a	t	aá	á	4.305132060765759e-4	-8.345716792621861e-4
kabátec	3	ec	-tcaľahký krátky kabát: kožený k.	NA	a	c	aáe	e	0.0011544608422146229	0.0069351503108615355
kabátik	3	ik	-a : detský, nočný k.	NA	a	k	aái	i	-0.0032544465295985658	-2.8279642104696123e-5
kábelogram	4	-	-utelegram poslaný podmorským káblom	NA	u	m	áeoa	a	0.0014162872239850384	-6.269558473187033e-4
kabinetík	4	ík	-a	NA	a	k	aieí	í	-0.004518885076096221	7.939208970951548e-4
kabinet	3	-	-u 1. miestnosť na škol. pomôcky: zemepisný, fyzikálny k.2. menšie výskumné al. metodické pracovisko: fonetický k., orientalistický k.3. ministri, vláda : vládny k. vláda;britský k.;	NA	u	t	aie	e	6.905251789132497e-4	0.00190633376369309
káblik	2	ik	NOT FOUND	NA	a	k	ái	i	-0.002862016563458349	-4.313895075533292e-4
kacír	2	-	-a 1. vyznávač učenia odchylného od oficiálnej cirk. náuky, heretik, bludár2. zástanca názorov nesúhlasiacich s platnými doktrínami (v umení, politike ap.), úchylkár;	NA	a	r	aí	í	-0.002022748328644238	-1.838847628261167e-4
kaderník	3	ník	-a-ciodborník na úpravu žen. účesov; holič: ísť ku k-ovi;	NA	a	k	aeí	í	-0.004863365692742936	7.135597612632954e-4
kadet	2	-	-a 1. frekventant dôstojníckej školy, ašpirant na dôstojnícku hodnosť 2. športovec vekovej kategórie mladších juniorov do 17 rokov;	NA	a	t	ae	e	9.439385006770183e-4	0.001350055517330366
kajak	2	-	-aľahké dlhé šport. plavidlo poháňané pádlom s listami na obidvoch koncoch;	NA	a	k	aa	a	3.0429202841432927e-5	-8.330581495885416e-4
kajakár	3	ár	-akto pestuje kajakárstvo;	NA	a	r	aaá	á	3.0445410322625074e-5	-6.649885649617923e-4
kajúcnik	3	ik	NOT FOUND	NA	a	k	aúi	i	-0.0032544465295985653	-2.8279642104696214e-5
kalamárik	4	ik	NOT FOUND	NA	a	k	aaái	i	-0.0027057876631410896	1.0912182166799302e-4
kalambúr	3	-	NOT FOUND	NA	u	r	aaú	ú	7.225837262424379e-4	-6.037966978522443e-4
kalcit	2	-	NOT FOUND	NA	u	t	ai	i	-3.4117360256358595e-4	-7.327327055021886e-4
kaleidoskop	5	-	-u 1. zrkadlová hračka tvoriaca pri otáčaní súmerné obrazce z pestrofarebných sklíčok2. rýchle striedanie niečoho; pestrá zmes dojmov, pojmov ap.: k. nálad, piesní;	NA	u	p	aeioo	o	0.001105945561084149	-5.97302186414988e-4
kalendárik	4	ik	-a	NA	a	k	aeái	i	-0.0027057876631410905	1.0912182166799378e-4
kalerábik	4	ik	-a	NA	a	k	aeái	i	-0.0027057876631410905	1.0912182166799378e-4
kaleráb	3	-	-uzelenina pestovaná pre guľovitú dužinatú byľ, ;jedlo z nej: plnený, dusený k.;	NA	u	b	aeá	á	4.2542243284417815e-4	-7.066908412465999e-4
kalich	2	-	-a 1. ozdobná kovová nádoba na stopke použ. pri bohoslužbách; jej podobná nádoba na pitie, čaša: zlatý k., k. vína2.zelený kvetný obal z voľných al. zrastených lístkov3.kvet podobný kalichu: k. ľalie●→ vypiť k. horkosti (až do dna);	NA	a	ch	ai	i	-8.937712635219456e-5	-9.204291143840654e-4
kaligraf	3	-	NOT FOUND	NA	a	f	aia	a	7.198099547775622e-4	-7.511851127982833e-4
kamarát	3	-	-a 1. priateľ, druh: verný, starý k., zachovať sa ako k.; k-i na život a na smrť verní2.dôverné oslovenie: to vám, k-i, neprejde;poď sem, k.● k-i z mokrej štvrte spoločníci pri víne, pive ap.;	NA	a	t	aaá	á	2.0881501568721528e-4	-5.081570049974005e-4
kamarátik	4	ik	-a;	NA	a	k	aaái	i	-0.0027057876631410896	1.0912182166799302e-4
kameň	2	-	-a 1. tvrdá hornina al. úlomok z nej, skala: lomový k., potknúť sa o k., tvrdý ako k., hodiť k. do vody2. opracovaný kus tejto horniny: mlynský, náhrobný k.;drahé, vzácne k-e drahokamy;uholný k.opora;základný k.základ;skúšobný k. na skúšanie drahých kovovmeradlo stavu vecí3. usadenina podobná kameňu: kotlový k., zubný k., močový, obličkový k.● k. úrazu príčina ťažkostí;zmrznúť na k. celkom;na dohodenie k-om blízko;mať srdce z k-a byť bezcitný;odpadol, spadol mu k. zo srdca uľavilo sa mu;byť medzi → dvoma (mlynskými) k-mi;padla → kosa na k.;neostal k. na k-i všetko bolo zničené;uviazať, zavesiť si k. na krk vziať na seba ťažkú povinnosť;hodiť po niekom k-om odsúdiť ho;	NA	a	ň	ae	e	0.001097678939017825	0.0016839363821379925
kamenár	3	-	-akto obrába kameň;	NA	a	r	aeá	á	1.34980301577297e-4	-5.134636807691987e-4
kamenček	3	-	NOT FOUND	NA	a	k	aee	e	-3.017831045789846e-4	0.0024674177460983645
kamenec	3	ec	-nca 1. ľadovec, krúpy2. vo vode rozpustná chem. zlúčenina použ. v garbiarstve, kozmetike, farbiarstve ap.;	NA	a	c	aee	e	9.638165335735105e-4	0.006310812838359888
kameňolom	4	-	-umiesto na povrchové dobývanie kameňa, lom	NA	u	m	aeoo	o	8.623043777531634e-4	-5.744318605455302e-4
kameňorytec	5	ec	NOT FOUND	NA	a	c	aeoye	e	0.002034066368267992	0.007100463087163885
kameňoryt	4	-	-ugraf. technika, pri kt. sa obraz vyrýva do litografického kameňa; odtlačok tohto obrazu	NA	u	t	aeoy	y	0.0011332345190555506	-4.933110937143438e-4
kameraman	4	-	-akto obsluhuje kameru: televízny k.	NA	a	n	aeaa	a	9.045024073881795e-4	-5.240593471515261e-4
kamienok	4	ok	-nka, kamenček -a : hádzať k-y do vody;žlčové, močové k-nky;k-ok do zapaľovača	NA	a	k	aieo	o	-0.0016853349014674661	-2.2599012243560261e-4
kamión	3	-	-a(diaľkový) ťažký krytý nákladný automobil;	NA	a	n	aió	ó	3.7490691901262966e-4	-5.526348217751323e-4
kamizol	3	-	-a , kamizola -y -zolkrátky kabát ako súčasť kroja, rovnošaty ap.: pracovná k.;	NA	a	l	aio	o	5.0936268631414945e-5	-7.26257928207184e-4
kanálik	3	ik	NOT FOUND	NA	a	k	aái	i	-0.0032544465295985658	-2.8279642104696123e-5
kandidát	3	-	-a 1. uchádzač o nejaký úrad, funkciu, členstvo ap.: k-i na poslancov mestských zastupiteľstiev, navrhnúť k-a na úrad prezidenta;k. na profesúru čakateľ; k. na medailu2. k. vied nižší st. ved. hodnosti v niekt. štátoch,CSc.: k. filozofických vied;	NA	a	t	aiá	á	2.542495836020944e-4	-4.8608068506886997e-4
kanibal	3	-	-aľudožrút, ľudojed;	NA	a	l	aia	a	5.422021112694585e-4	-7.479232602733652e-4
kanibalizmus	5	izmus	-muľudožrútstvo, ľudojedstvo	NA	u	s	aiaiu	u	0.0036332214524246397	-0.0017951941483631889
kanón	2	-	-adelo: protilietadlový k., vystreliť z k-a;	NA	a	n	aó	ó	7.34664606723898e-4	-9.518490973028882e-4
kanonier	4	-	[-ňie-] -adelostrelec;	NA	a	r	aoie	e	0.001266030728905716	0.0019206911891174931
kanonik	3	ik	-a-cicirk. hodnostár, člen kapituly pri biskupskom chráme;	NA	a	k	aoi	i	-0.002587047681866055	-1.6515341730772358e-4
kanónik	3	ik	NOT FOUND	NA	a	k	aói	i	-0.0032544465295985653	-2.8279642104695872e-5
kánon	2	-	-u 1. súbor všeobecne platných zásad, norma: básnický k.2.zoznam inšpirovaných bibl. spisov3.pravda viery záväzne predložená v cirk. dokumentoch4.ústredná časť omše s eucharistickou modlitbou: Rímsky k.5. hud. forma, pri kt. sa v slede hlasov opakujú za sebou rovnaké melodické a rytmické postupy;	абстрактное понятие	u	n	áo	o	3.32322395417401e-4	-0.0013805903656948532
kaňon	2	-	-uhlboké a strmé riečne údolie zovreté skalami	NA	u	n	ao	o	1.25915142238367e-4	-0.0010284624060334935
kantón	2	-	NOT FOUND	NA	u	n	aó	ó	7.34664606723898e-4	-9.518490973028882e-4
kapitálik	4	ik	-a	NA	a	k	aiái	i	-0.0027057876631410914	1.0912182166799475e-4
kapitalista	5	-	-u 1.vlastník výr. prostriedkov, cenných papierov, vkladateľ kapitálu do istého podniku2. kto má príjem takmer výlučne z kapitálových výnosov; boháč;	NA	u	V	aiaia	a	0.0016747117280563658	-5.709152925234494e-4
kapitalizmus	5	-	-mupolit.-ekon. systém trhovej ekonomiky charakterizovaný slobodným súkromným podnikaním a rozvojom tech. kapitálu (výr. prostriedkov), ktorý funguje obyč. v rámci demokratického polit. systému;	NA	u	s	aiaiu	u	0.0027336674308006494	-0.0011765272228630994
kaplán	2	-	-akňaz pomáhajúci pri duchovnej správe: katolícky k.;	NA	a	n	aá	á	2.7739041860791263e-4	-9.103868158559163e-4
karatista	4	-	-ukto pestuje karate ako šport;	NA	u	V	aaia	a	0.0013437650684604717	-5.988266050531094e-4
karát	2	-	-u 1. jednotka rýdzosti zlata2. jednotka hmotnosti drahých kameňov a perál (0,2 g);	NA	u	t	aá	á	4.305132060765759e-4	-8.345716792621861e-4
karavaning	4	-	NOT FOUND	NA	u	ng	aaai	i	-2.365474302932746e-4	-4.8092880654920876e-4
karavanista	5	-	-ukto jazdí na karavane	NA	u	V	aaaia	a	0.0016747117280563658	-5.70915292523448e-4
karavan	3	-	-uobytný automobil; obytný príves k automobilu;	NA	u	n	aaa	a	4.4054303300068926e-4	-7.433434193663226e-4
karbid	2	-	-uzlúčenina uhlíka s iným kovovým prvkom●→ kvapká mu na k.;	NA	u	d	ai	i	-2.023631594109817e-4	-9.290232742246649e-4
karbolín	3	ín	-udechtový olej použ. na impregnáciu dreva ap.	NA	u	n	aoí	í	-0.004046626051918438	4.535352882564612e-4
karbonát	3	-	NOT FOUND	NA	u	t	aoá	á	2.5635146419033194e-4	-5.177673805769373e-4
karbonit	3	-	NOT FOUND	NA	u	t	aoi	i	-6.482714369514295e-4	-3.7821157334441626e-4
karbón	2	-	-u 1.útvar mladších prvohôr, v kt. vzniklo čierne uhlie2. zvyšok po spaľovaní	NA	u	n	aó	ó	7.34664606723898e-4	-9.518490973028882e-4
karboxyl	3	-	NOT FOUND	NA	u	l	aoy	y	6.101465421740017e-4	-8.49817741443161e-4
karneol	3	-	NOT FOUND	NA	u	l	aeo	o	-2.2568723303674604e-4	-6.718424530250874e-4
kartár	2	-	-akto (rád) hrá karty;	NA	a	r	aá	á	4.5774237185499e-4	-8.791871665631487e-4
kartón	2	-	-u 1. tvrdý hrubší papier; škatuľa ap. z neho: (za) k. vajec2. maľba na tvrdom papieri;	NA	u	n	aó	ó	7.34664606723898e-4	-9.518490973028882e-4
kasár	2	-	-akto vykráda pokladnice, trezory ap.;	NA	a	r	aá	á	4.5774237185499e-4	-8.791871665631487e-4
kašeľ	2	-	-šľahlasné vyrážanie vzduchu pri podráždení al. chorobe dýchacích ciest: suchý k., čierny k., záchvat k-a, dráždi ma na k.□ mať k. kašlať;	NA	a	ľ	ae	e	0.0012226009915280382	0.002185871484747639
kaštieľ	3	-	-aväčšia (umelecky cenná) stavba vybudovaná v min. ako sídlo šľachty: zemiansky, barokový k.;dom ako k. výstavný;	NA	a	ľ	aie	e	9.691876697642696e-4	0.002742149731110363
kaštielik	4	ik	-a	NA	a	k	aiei	i	-0.002707937563502501	9.717255307884643e-5
katalóg	3	-	-usúpis vecí, osôb usporiadaný podľa istého kritéria: autorský, čitateľský k., obchodný k.;	NA	u	g	aaó	ó	8.520003345319372e-4	-5.52346887471482e-4
katan	2	-	-atyran, ukrutník, trýzniteľ: správa sa ako k.;	NA	a	n	aa	a	7.409750245005469e-4	-0.0010533191874461444
katapult	3	-	-u 1. zariadenie na prudké odštartovanie lietadla na krátkej dráhe (napr. na lodi)2. mechanizmus na vystrelenie pilota z lietadla	артефакт	u	lt	aau	u	0.0013741464990982592	-0.0011823413970664394
