word	syllables	hiper_suf	suffix	meaning	semantics	ending	cons.cluster	all_vowels	last_vowel	1	2
destroy	3	-	-	NOT FOUND	NA	u	V	eoy	y	-5.221415616886046e-4	-2.763552299062213e-4
destrukt	2	-	-	zniszczona lub uszkodzona rzecz	NA	u	kt	eu	u	6.009059716223952e-4	-6.133496517721113e-4
destylat	3	-	-	pośredni lub końcowy produkt destylacji	NA	u	t	eya	a	2.7718716332773976e-4	-4.3609057036654515e-4
desygnat	3	-	-	przedmiot, osoba lub zjawisko, do których odnosi się dana nazwa	артефакт	u	t	eya	a	3.768294012477202e-4	-4.147971273357062e-4
desykant	3	-	-	środek chemiczny stosowany do wysuszania roślin	NA	both	nt	eya	a	3.9926332985138006e-4	-3.133116113399722e-4
deszcz	1	-	-	opad atmosferyczny w postaci kropel wody spadających z chmury	NA	u	szcz	e	e	6.425554662200071e-4	-1.1426858203878954e-4
deszczomierz	4	-	-	przyrząd do pomiaru ilości opadów atmosferycznych	артефакт	a	rz	eoie	e	2.3486845488080962e-4	0.0012416110359116776
deszyfrator	4	-	-	osoba odczytująca zaszyfrowane lub zakodowane informacje	артефакт	a	r	eyao	o	4.63119303483122e-4	-9.565729228945567e-5
deszyfraż	3	-	-	odczytywanie informacji zapisanych szyfrem; też: grupa osób zajmująca się odczytywaniem takich informacji	NA	u	ż	eya	a	4.223428506177579e-4	-5.019152578088912e-4
detal	2	-	-	niewielka, niezbyt istotna część większej całości	часть предмета	u	l	ea	a	5.850398984742466e-4	-4.6798928466437116e-4
detektor	3	-	-	przyrząd lub urządzenie do dokonywania detekcji	артефакт	a	r	eeo	o	5.644663597774153e-4	-2.142350494653576e-4
detergent	3	-	-	środek piorący, myjący lub czyszczący; też: substancja chemiczna zawarta w takim środku	вещество	u	nt	eee	e	3.804881019911682e-4	4.3924693288317556e-4
deterlon	3	-	-	NOT FOUND	NA	u	n	eeo	o	4.2450503024585046e-4	-3.732700483379369e-4
determinant	4	-	-	czynnik wpływający na coś w zasadniczy sposób	NA	u	nt	eeia	a	2.4395407384447755e-4	-1.8678386126611736e-4
detoks	2	-	-	usuwanie z organizmu substancji trujących	NA	u	ks	eo	o	5.205035399759446e-4	-4.5292573917166584e-4
detonator	4	-	-	niewielki ładunek materiału wybuchowego służący do detonacji właściwego ładunku	артефакт	a	r	eoao	o	3.8303576411198494e-4	-1.2512709717314542e-4
detonometr	4	-	-	NOT FOUND	артефакт	u	tr	eooe	e	2.6863984344675324e-4	8.209019068539302e-4
detrytus	3	-	-	szczątki pochodzące z martwych organizmów, akumulujące się w glebie, osadach dennych itp.	NA	u	s	eyu	u	4.626393942716365e-4	-5.54568719711837e-4
deuton	3	-	-	NOT FOUND	NA	u	n	euo	o	3.864320610457983e-4	-3.7675358804123703e-4
deweloping	4	-	-	NOT FOUND	NA	u	ng	eeoi	i	-8.555411394695926e-4	-2.809704993631405e-4
dewitryfikat	5	-	-	tworzywo otrzymywane w wyniku dewitryfikacji	NA	u	t	eiyia	a	-2.45527466917681e-5	-2.0604950374548123e-4
dewon	2	-	-	czwarty okres ery paleozoicznej	NA	u	n	eo	o	5.233037987973859e-4	-5.097507551452296e-4
dezabil	3	-	-	negliż	NA	u	l	eai	i	-3.4513607493646866e-4	-1.9075408285989322e-4
dezawantaż	4	-	-	NOT FOUND	NA	u	ż	eaaa	a	2.980931480893151e-4	-4.200977664554403e-4
dezintegrator	5	-	-	NOT FOUND	NA	a	r	eieao	o	1.986073356825349e-4	2.8822319691580896e-5
dezodorant	4	-	-	kosmetyk eliminujący lub osłabiający nieprzyjemny zapach ciała	NA	u	nt	eooa	a	2.6680751379138567e-4	-2.0687916602786646e-4
dezodoryzator	6	-	-	środek lub urządzenie do dezodoryzacji	артефакт	a	r	eooyao	o	3.522041906283898e-4	2.289083633962097e-4
dezoksykortykosteron	8	-	-	NOT FOUND	NA	u	n	eoyoyoeo	o	3.547571790487052e-4	1.9708822495877545e-4
dezyderat	4	-	-	żądanie lub życzenie	NA	u	t	eyea	a	9.871134545299387e-5	-3.529776832839359e-4
dezynfektyk	4	-	-	NOT FOUND	NA	u	k	eyey	y	-4.6184211604146443e-4	-6.549825309856933e-5
dezyntegrator	5	-	-	NOT FOUND	NA	a	r	eyeao	o	1.986073356825597e-4	2.8822319691617308e-5
diabaz	3	-	-	magmowa skała żyłowa podobna do bazaltu	вещество	u	z	iaa	a	4.7364460266694663e-4	-5.740563232497657e-4
diabetol	4	-	-	NOT FOUND	NA	u	l	iaeo	o	2.513306181583309e-4	-2.1616436275516198e-4
diadem	3	-	-	opaska na głowę wykonana ze złota lub srebra, będąca oznaką władzy królewskiej, książęcej lub duchownej	артефакт	u	m	iae	e	4.15383298886286e-4	3.9210086230450643e-4
diadynamik	5	-	-	NOT FOUND	NA	u	k	iayai	i	-5.878772951899068e-4	1.7071907253562966e-4
diafanometr	5	-	-	przyrząd do badania płynów za pomocą prześwietlania promieniami świetlnymi	артефакт	u	tr	iaaoe	e	1.5303251341881714e-4	0.0010037505106251592
diafanoskop	5	-	-	aparat służący do prześwietlania wnętrza jam ciała wąskim źródłem światła	артефакт	u	p	iaaoo	o	3.034778585633704e-4	-1.8867473675819056e-4
diafon	3	-	-	urządzenie do nadawania sygnałów dźwiękowych podczas mgły	артефакт	u	n	iao	o	5.051174328510109e-4	-3.641717703849466e-4
diafonometr	5	-	-	NOT FOUND	артефакт	u	tr	iaooe	e	1.960232371831548e-4	9.508791158046358e-4
diagnoskop	4	-	-	urządzenie do badania i regulacji silników samochodowych	артефакт	u	p	iaoo	o	3.862750522958345e-4	-3.2732189724957996e-4
diagonal	4	-	-	tkanina o splocie tworzącym wyraźne, skośne prążki; też: taki splot	артефакт	u	l	iaoa	a	3.4334388854903824e-4	-2.3525826047645008e-4
diagraf	3	-	-	przyrząd umożliwiający przerysowanie z natury konturów przedmiotu dzięki specjalnemu układowi pryzmatów i luster	артефакт	u	f	iaa	a	4.857698944828832e-4	-3.84128600699096e-4
diagram	3	-	-	przedstawienie jakichś zjawisk lub zależności w postaci linii krzywej lub różnej wysokości słupków	NA	u	m	iaa	a	3.794131693978615e-4	-4.0900549354817053e-4
diaklazyt	4	-	-	NOT FOUND	NA	u	t	iaay	y	-4.935582723165068e-4	-3.666580063111606e-4
diakonat	4	-	-	w Kościele katolickim i prawosławnym: święcenia uprawniające do sprawowania niektórych czynności kapłańskich	NA	u	t	iaoa	a	1.4528466174639905e-4	-3.48297869347855e-4
diakonikon	5	-	-	pomieszczenie przylegające do boku apsydy w kościele wczesnochrześcijańskim, pełniące rolę zakrystii	NA	u	n	iaoio	o	1.4119610663753635e-4	-1.7122237154782097e-4
diakrostych	4	-	-	krzyżówka, w której litery odgadywanych wyrazów tworzą rozwiązanie	NA	u	ch	iaoy	y	-2.9268228821494133e-4	-4.1707558345404315e-4
diakryt	3	-	-	NOT FOUND	NA	u	t	iay	y	-4.7372633482916537e-4	-3.955202639782256e-4
dial	2	-	-	metoda łączenia się z Internetem za pośrednictwem modemu i linii telefonicznej	NA	u	l	ia	a	4.952323342440023e-4	-4.432295801307636e-4
dialag	3	-	-	NOT FOUND	NA	u	g	iaa	a	4.197089463113225e-4	-4.4279363180122784e-4
dialekt	3	-	-	regionalna odmiana języka	NA	u	kt	iae	e	3.4281203850419897e-4	4.034981844469538e-4
dializat	4	-	-	preparat służący do dializy lub roztwór poddawany dializie	NA	u	t	iaia	a	1.286564356665406e-4	-3.3004613071498e-4
dializator	5	-	-	przyrząd do dializy	артефакт	a	r	iaiao	o	3.4049007944312253e-4	5.97471935286973e-5
diallag	3	-	-	NOT FOUND	NA	u	g	iaa	a	4.197089463113225e-4	-4.4279363180122784e-4
dialog	3	-	-	rozmowa dwóch osób, zwłaszcza bohaterów powieści, sztuki lub filmu	NA	u	g	iao	o	4.4456243030741987e-4	-4.2272385345758847e-4
dialogit	4	-	-	NOT FOUND	NA	u	t	iaoi	i	-6.54106420043861e-4	-2.3070513349096933e-4
diamagnetyk	5	-	-	ciało o przenikalności magnetycznej mniejszej niż przenikalność magnetyczna próżni	NA	u	k	iaaey	y	-9.018046332791019e-4	3.340818618718665e-5
diamant	3	-	-	NOT FOUND	NA	u	nt	iaa	a	3.9365891411624387e-4	-2.9068678010187954e-4
diamat	3	-	-	NOT FOUND	NA	u	t	iaa	a	2.715827475926036e-4	-4.134657391284524e-4
diamencik	4	-	-	najtwardszy minerał, przezroczysty kamień szlachetny o silnym połysku	NA	both	k	iaei	i	-5.679257518758029e-4	8.181582167686923e-6
diament	3	-	-	najtwardszy minerał, przezroczysty kamień szlachetny o silnym połysku	NA	u	nt	iae	e	3.2998680568468796e-4	4.891261327199585e-4
diametr	3	-	-	NOT FOUND	NA	u	tr	iae	e	3.0540029588214506e-4	6.999575529851036e-4
diamid	3	-	-	NOT FOUND	NA	u	d	iai	i	-6.320666089301886e-4	-3.403072554510358e-4
diamondyt	4	-	-	NOT FOUND	NA	u	t	iaoy	y	-4.3259124975365e-4	-3.5619110599143856e-4
dian	2	-	-	bogini łowów, opiekunka zwierząt i przyrody	NA	u	n	ia	a	5.058543087036731e-4	-5.27044998602302e-4
diapazon	4	-	-	skala dźwięków instrumentu muzycznego lub głosu śpiewaka	NA	u	n	iaao	o	2.94126520419251e-4	-2.8218326798432075e-4
diapir	3	-	-	NOT FOUND	NA	u	r	iai	i	-4.6721948804209095e-4	-1.566966996863414e-4
diapozytyw	5	-	-	przezrocze lub slajd	NA	u	w	iaoyy	y	-4.958081250321475e-4	-1.1820311480040713e-4
diaskop	3	-	-	NOT FOUND	NA	u	p	iao	o	4.1980112894573715e-4	-4.18775550883068e-4
diaspor	3	-	-	minerał tworzący cienkie, kruche płytki	NA	u	r	iao	o	4.457942865426151e-4	-2.4772365757404533e-4
diastem	3	-	-	krótka przerwa w procesie powstawania osadu	NA	u	m	iae	e	3.157410609663056e-4	3.708074192736675e-4
diastyl	3	-	-	w architekturze starożytnej Grecji: rozstawienie kolumn w odległości trzech ich dolnych średnic; też: kolumnada o takim rozstawieniu kolumn	NA	u	l	iay	y	-3.7530934594650657e-4	-3.0377409813765966e-4
diatest	3	-	-	NOT FOUND	NA	u	st	iae	e	3.3863327301859224e-4	3.479630618925743e-4
diatlon	3	-	-	NOT FOUND	NA	u	n	iao	o	4.0547519493103055e-4	-3.854652134157855e-4
diatomit	4	-	-	porowata skała osadowa pochodzenia organicznego	вещество	u	t	iaoi	i	-6.104644284471725e-4	-3.13568033895515e-4
diaulos	4	-	-	NOT FOUND	NA	u	s	iauo	o	2.748481382337373e-4	-3.709399498636712e-4
diazepam	4	-	-	NOT FOUND	NA	u	m	iaea	a	2.380021907286322e-4	-3.6837616780257355e-4
dichlorodifluorometan	9	-	-	NOT FOUND	NA	u	n	iooiuooea	a	4.4997626428180715e-4	-6.742811158313957e-4
dichloroetan	5	-	-	NOT FOUND	NA	u	n	iooea	a	1.3482228801517862e-4	-2.0109226351779696e-4
dichlorometan	5	-	-	NOT FOUND	NA	u	n	iooea	a	1.3482228801517862e-4	-2.0109226351779696e-4
dichroit	3	-	-	NOT FOUND	NA	u	t	ioi	i	-4.2242579151549603e-4	-2.964335544133462e-4
dictamen	3	-	-	NOT FOUND	NA	u	n	iae	e	3.169496025033773e-4	3.742779210624131e-4
dielektryk	4	-	-	materiał słabo przewodzący prąd elektryczny	материал	both	k	ieey	y	-6.834461182825173e-4	-2.162363435436261e-4
dien	2	-	-	NOT FOUND	NA	u	n	ie	e	4.550636957623248e-4	2.2201147238964762e-4
diesel	3	-	-	wysokoprężny spalinowy silnik tłokowy na olej napędowy; też: pojazd z takim silnikiem	артефакт	a	l	iee	e	4.014499670292216e-4	5.079531335032277e-4
difenol	3	-	-	NOT FOUND	NA	u	l	ieo	o	3.866329655443134e-4	-3.0041698444975855e-4
difenyl	3	-	-	NOT FOUND	NA	u	l	iey	y	-4.18761167442336e-4	-3.085477665764759e-4
difluorodichlorometan	9	-	-	NOT FOUND	NA	u	n	iuooiooea	a	4.49976264281813e-4	-6.742811158314028e-4
digestif	3	-	-	NOT FOUND	NA	u	f	iei	i	-3.1640768124956365e-4	-2.6166442439145486e-4
digilanid	4	-	-	NOT FOUND	NA	u	d	iiai	i	-7.642640891458837e-4	-2.8217148975363636e-4
digitalis	4	-	-	NOT FOUND	NA	u	s	iiai	i	-6.311648758276953e-4	-2.793551243436607e-4
digitalizator	6	-	-	NOT FOUND	NA	a	r	iiaiao	o	2.103214468678802e-4	1.9798348955912272e-4
digitron	3	-	-	NOT FOUND	NA	u	n	iio	o	4.0801376865591733e-4	-3.814634780849276e-4
digraf	2	-	-	NOT FOUND	NA	u	f	ia	a	5.113602543316426e-4	-5.26932050572812e-4
dihydrotachysterol	7	-	-	NOT FOUND	NA	u	l	iyoayeo	o	2.483954525054213e-4	2.4403902513550561e-4
dikarion	4	-	-	NOT FOUND	NA	a	n	iaio	o	2.6446019878226154e-4	-3.1815055108627585e-4
dikasterion	5	-	-	NOT FOUND	NA	u	n	iaeio	o	1.411961066375328e-4	-1.712223715478199e-4
dikastikon	4	-	-	NOT FOUND	NA	u	n	iaio	o	2.6446019878226154e-4	-3.1815055108627585e-4
diketon	3	-	-	NOT FOUND	NA	u	n	ieo	o	3.972549400039842e-4	-3.8423240292129705e-4
dikolon	3	-	-	NOT FOUND	NA	u	n	ioo	o	4.031659222343685e-4	-3.8610903298873825e-4
diktiosom	4	-	-	NOT FOUND	NA	u	m	iioo	o	2.8990457867479955e-4	-3.2517770497436524e-4
dikumarol	4	-	-	NOT FOUND	NA	u	l	iuao	o	3.056493081162339e-4	-1.6590233252300045e-4
dildo	2	-	-	NOT FOUND	NA	a	V	io	o	4.3191681926857303e-4	-3.7937856403210014e-4
dim	1	-	-	NOT FOUND	NA	u	m	i	i	1.915754284673003e-5	-5.874166409981499e-4
dimerkaprol	4	-	-	NOT FOUND	NA	u	l	ieao	o	2.9349669681808817e-4	-1.9249393248282407e-4
dimetyloformamid	7	-	-	NOT FOUND	NA	u	d	ieyooai	i	-4.8703909093466316e-4	1.2742610950747347e-4
dimetyloglioksym	7	-	-	NOT FOUND	NA	u	m	ieyoioy	y	-3.086707106057407e-4	9.971311170217932e-5
dinks	1	-	-	coś, czego mówiący nie umie nazwać	NA	both	nks	i	i	-1.100580300334707e-5	-7.213345921361691e-4
dinofit	3	-	-	NOT FOUND	NA	u	t	ioi	i	-4.2242579151549603e-4	-2.964335544133462e-4
dinokarion	5	-	-	NOT FOUND	NA	u	n	ioaio	o	1.4119610663751144e-4	-1.7122237154783182e-4
dinukleotyd	5	-	-	NOT FOUND	NA	u	d	iueoy	y	-6.065922096168555e-4	-2.553977008648194e-4
diogenit	4	-	-	NOT FOUND	NA	u	t	ioei	i	-8.924762458589647e-4	-2.3576712471085935e-4
dioksan	3	-	-	NOT FOUND	NA	u	n	ioa	a	3.951064904227466e-4	-4.224116411866979e-4
dionizjak	4	-	-	NOT FOUND	NA	u	k	ioia	a	1.2159328041413301e-4	-1.4392421608352038e-4
diopsyd	3	-	-	NOT FOUND	NA	u	d	ioy	y	-4.333201628811641e-4	-4.7226411161470925e-4
dioptaz	3	-	-	NOT FOUND	NA	u	z	ioa	a	4.4448739055807164e-4	-5.080700722724929e-4
dioptraż	3	-	-	NOT FOUND	NA	u	ż	ioa	a	4.3122321437043514e-4	-4.961670759980713e-4
dioryt	3	-	-	magmowa skała głębinowa o strukturze ziarnistej	вещество	u	t	ioy	y	-3.7418910535029194e-4	-5.171887594653282e-4
dip	1	-	-	gęsty, zimny sos na bazie jogurtu, śmietany, majonezu lub twarogu	NA	u	p	i	i	3.4692018398508316e-5	-6.172564766766866e-4
diplodokus	4	-	-	NOT FOUND	NA	u	s	ioou	u	3.4305598752116433e-4	-5.113132668129358e-4
diploid	3	-	-	organizm o podwójnej liczbie chromosomów w jądrach komórek somatycznych	NA	u	d	ioi	i	-4.379148574496796e-4	-3.3437180696727287e-4
diploskop	3	-	-	NOT FOUND	NA	u	p	ioo	o	4.1749185624907515e-4	-4.194193704560206e-4
diplosom	3	-	-	para centrioli znajdująca się w jednej komórce	NA	u	m	ioo	o	4.0195738069729686e-4	-3.895795347774839e-4
dipteros	3	-	-	świątynia grecka otoczona dwoma rzędami kolumn	NA	u	s	ieo	o	4.058261240456595e-4	-4.272850374342756e-4
direktor	3	-	-	dodatkowy element niektórych anten, stosowany przy większej odległości od telewizyjnej stacji nadawczej	часть предмета	a	r	ieo	o	5.152243935110738e-4	-2.734281436593005e-4
dirk	1	-	-	lina podtrzymująca bom żagla gaflowego	NA	u	rk	i	i	6.542012565942412e-5	-5.926409553108163e-4
dirndl	1	-	-	NOT FOUND	NA	a	rndl	i	i	-1.0225881153610535e-4	-7.177176962496827e-4
disacharyd	4	-	-	sacharyd zbudowany z dwóch cząsteczek monosacharydu	NA	u	d	iaay	y	-5.090473382506904e-4	-4.0459625886508726e-4
discantus	3	-	-	NOT FOUND	NA	u	s	iau	u	4.661363601454927e-4	-5.675653758541382e-4
discman	2	-	-	przenośny odtwarzacz płyt kompaktowych	NA	a	n	ia	a	5.058543087036731e-4	-5.27044998602302e-4
discount	3	-	-	duży sklep sprzedający towary po obniżonych cenach	NA	u	nt	iou	u	4.466538722291426e-4	-3.7366409102508987e-4
disengagement	5	-	-	działania zmierzające do zmniejszenia napięcia między państwami	NA	u	nt	ieaee	e	8.914975799854723e-5	6.13759745232127e-4
disneyland	4	-	-	park rozrywki odtwarzający baśniowy świat filmów Disneya	NA	u	nd	ieya	a	3.106046402121207e-4	-4.1146803436616216e-4
display	3	-	-	ekran do wyświetlania informacji w urządzeniach elektronicznych	артефакт	a	V	iay	y	-3.62381250085707e-4	-2.307433491298234e-4
displej	2	-	-	ekran do wyświetlania informacji w urządzeniach elektronicznych	артефакт	a	j	ie	e	6.163048534767146e-4	2.402167261553778e-4
distributiw	4	-	-	NOT FOUND	NA	u	w	iiui	i	-3.886077730462861e-4	-1.4475468393406054e-4
distylos	3	-	-	NOT FOUND	NA	u	s	iyo	o	4.1233994653865844e-4	-4.383936417621563e-4
disulfiram	4	-	-	NOT FOUND	NA	u	m	iuia	a	2.2839995495458712e-4	-3.37638438551503e-4
dit	1	-	-	NOT FOUND	NA	u	t	i	i	-8.867287895852792e-5	-5.918768865784316e-4
dithering	3	-	-	NOT FOUND	NA	u	ng	iei	i	-5.563632535575828e-4	-2.9805089411158225e-4
ditizon	3	-	-	NOT FOUND	NA	u	n	iio	o	4.0801376865591733e-4	-3.814634780849276e-4
ditox	2	-	-	NOT FOUND	NA	u	x	io	o	5.776047098416527e-4	-4.476495572599615e-4
diurnalik	4	-	-	NOT FOUND	NA	a	k	iuai	i	-8.030419524056089e-4	-9.38617314606129e-6
diurnał	3	-	-	NOT FOUND	NA	u	ł	iua	a	4.267567285873338e-4	-4.7240322552681785e-4
dixieland	4	-	-	styl w jazzie	NA	u	nd	iiea	a	3.1222208028569527e-4	-3.560555359800621e-4
dizajn	2	-	-	NOT FOUND	NA	u	jn	ia	a	5.844995456894469e-4	-5.797061095660001e-4
dmuch	1	-	-	silne dmuchnięcie	NA	u	ch	u	u	6.980371976780635e-4	-8.641989048048578e-4
dmuchomierz	4	-	-	NOT FOUND	NA	a	rz	uoie	e	0.00012921657901934775	0.0013030536760382354
dobieg	3	-	-	końcówka biegu, dobieganie do mety	NA	u	g	oie	e	3.4642723509735766e-4	3.9008860363481897e-4
dobijak	3	-	-	niewielka ryba morska	NA	a	k	oia	a	2.592666717226567e-4	-1.9230323148019502e-4
dobniak	3	-	-	NOT FOUND	NA	a	k	oia	a	2.592666717226567e-4	-1.9230323148019502e-4
dobok	2	-	-	ubiór zawodnika taekwondo	артефакт	a	k	oo	o	5.148224213519303e-4	-3.051609031728774e-4
dobrobyt	3	-	-	dobre warunki materialne	NA	u	t	ooy	y	-3.936701274629877e-4	-4.236136359108006e-4
dobrostan	3	-	-	NOT FOUND	NA	u	n	ooa	a	3.8821458211376936e-4	-4.1477100804682707e-4
dobór	2	-	-	wybieranie najodpowiedniejszych do jakiegoś celu osób, zwierząt lub przedmiotów	NA	u	r	oó	ó	5.883906889363539e-4	-4.480839151805002e-4
docel	2	-	-	NOT FOUND	NA	u	l	oe	e	4.394048395025151e-4	3.193879470441981e-4
dochmius	3	-	-	NOT FOUND	NA	a	s	oiu	u	4.606892348062719e-4	-5.655864424240841e-4
dochodzik	3	-	-	NOT FOUND	NA	a	k	ooi	i	-3.5345798127331754e-4	-8.919375132089699e-5
dochód	2	-	-	suma wpływów pieniężnych w gospodarce państwa, przedsiębiorstwa, jednostki w określonym czasie	NA	u	d	oó	ó	4.235435680482562e-4	-6.316944709451947e-4
dochładzacz	3	-	-	aparat służący do dodatkowego obniżania temperatury w chłodziarce	артефакт	a	cz	oaa	a	5.25801554170467e-4	-4.270883841939268e-4
docierak	4	-	-	narzędzie do mechanicznego docierania obrabianej powierzchni	артефакт	a	k	oiea	a	2.697919573095076e-4	-1.3029858682158662e-4
docinak	3	-	-	NOT FOUND	NA	a	k	oia	a	2.592666717226567e-4	-1.9230323148019502e-4
docisk	2	-	-	element mocujący przedmiot podczas obróbki na obrabiarce	часть предмета	u	sk	oi	i	-1.5242935320106297e-4	-5.2153623392496e-4
dociąg	3	-	-	NOT FOUND	NA	u	g	oią	ą	4.4521992466614444e-4	-5.485614289297896e-4
docusoap	4	-	-	NOT FOUND	NA	u	p	ouoa	a	2.725038063286405e-4	-3.822779514525124e-4
dodajnik	3	-	-	liczba dodawana do innej liczby	NA	a	k	oai	i	-5.165817918005953e-4	-8.899178465193195e-5
dodekaedr	4	-	-	dwunastościan foremny	NA	u	dr	oeae	e	2.0650242320241062e-4	6.516891250788153e-4
dodruk	2	-	-	dodrukowanie egzemplarzy z zachowanej formy drukarskiej	NA	u	k	ou	u	4.704039084430288e-4	-4.633521117130386e-4
dogląd	2	-	-	opieka roztoczona nad kimś lub nad czymś	NA	u	d	oą	ą	3.809704019009179e-4	-6.79469815480187e-4
dogmat	2	-	-	w teologii chrześcijańskiej: prawda uznana przez Kościół za objawioną przez Boga	NA	u	t	oa	a	4.027093243539281e-4	-5.367431636160474e-4
dogniatak	4	-	-	NOT FOUND	NA	a	k	oiaa	a	1.2890031768583165e-4	-1.278759096036596e-4
dogotowywacz	5	-	-	NOT FOUND	NA	a	cz	oooya	a	1.822323131606475e-4	-2.596128523899457e-4
dogładzak	3	-	-	narzędzie ścierne	артефакт	a	k	oaa	a	3.801795885175834e-4	-1.9622140087453434e-4
dogłos	2	-	-	zjawisko narastania dźwięku w pomieszczeniu po włączeniu źródła dźwięku	NA	u	s	oo	o	5.331900827873392e-4	-5.555619631197906e-4
dojazd	2	-	-	droga, którą się dojeżdża do jakiegoś miejsca	NA	u	zd	oa	a	5.364640050021969e-4	-6.267586442540799e-4
dojnik	2	-	-	NOT FOUND	NA	a	k	oi	i	-2.729951894859612e-4	-2.1525536876145879e-4
dojrzewalnik	4	-	-	NOT FOUND	NA	a	k	oeai	i	-7.179682354234394e-4	-1.8654840080131616e-5
dok	1	-	-	basen portowy z urządzeniami do remontu lub budowy statków	NA	u	k	o	o	5.01856200924999e-4	-4.761031085404077e-4
dokręt	2	-	-	końcowe skręcenie przędzy podczas przędzenia na przędzarkach	NA	u	t	oę	ę	3.693700659326846e-4	-6.177012306934272e-4
dokształt	2	-	-	NOT FOUND	NA	u	łt	oa	a	5.988020648829531e-4	-6.292007241791956e-4
doktorat	3	-	-	stopień doktora w jakiejś dziedzinie nauki	NA	u	t	ooa	a	2.791756187714398e-4	-4.2270175541585453e-4
dokumencik	4	-	-	NOT FOUND	NA	u	k	ouei	i	-4.5188219383465907e-4	1.8715861452249273e-6
dokument	3	-	-	pismo urzędowe	артефакт	u	nt	oue	e	4.1705997846112463e-4	5.479276391058709e-4
dokład	2	-	-	NOT FOUND	NA	u	d	oa	a	3.8722025841974456e-4	-5.74681416169974e-4
dolcian	3	-	-	instrument muzyczny, prototyp fagotu	артефакт	u	n	oia	a	4.6834762495635124e-4	-3.5706477085245184e-4
doleryt	3	-	-	NOT FOUND	NA	u	t	oey	y	-5.311737070654498e-4	-0.00040894388944338347
dolman	2	-	-	turecki ubiór męski, długi, z obcisłymi rękawami, noszony pod futrem	артефакт	both	n	oa	a	6.113905256162381e-4	-5.07518973216181e-4
dolmen	2	-	-	grobowiec z okresu neolitu	NA	u	n	oe	e	4.500268139621859e-4	2.3557252857265957e-4
dolnopłat	3	-	-	samolot lub szybowiec o skrzydłach umieszczonych w dolnej części poprzecznego przekroju kadłuba lub pod kadłubem	артефакт	both	t	ooa	a	3.7881785669142027e-4	-4.014083123850155e-4
dolomit	3	-	-	bezbarwny lub białawy minerał o szklistym połysku	NA	u	t	ooi	i	-3.5305822930193313e-4	-2.8317948109302023e-4
dolot	2	-	-	końcowy fragment lotu	артефакт	u	t	oo	o	5.152221733233147e-4	-4.991466329450006e-4
dom	1	-	-	budynek przeznaczony na mieszkania lub zakłady pracy	NA	u	m	o	o	6.100863747016414e-4	-6.65628592732249e-4
domarsz	2	-	-	NOT FOUND	NA	u	rsz	oa	a	5.40310888067703e-4	-4.0180570130354505e-4
domcio	3	-	-	NOT FOUND	NA	a	V	oio	o	3.0134870988056243e-4	-2.4955321468613396e-4
domejkit	3	-	-	biały lub stalowoszary minerał o metalicznym połysku	NA	u	t	oei	i	-4.236857888514772e-4	-2.7252970929964726e-4
domeykit	4	-	-	NOT FOUND	NA	u	t	oeyi	i	-9.053007972528278e-4	-2.461884109002769e-4
domiar	3	-	-	dodatkowy podatek wymierzony przez urząd skarbowy podatnikowi po ujawnieniu u niego wyższych, niż podał, dochodów	NA	u	r	oia	a	4.090244786479553e-4	-2.406166580415505e-4
domicyl	3	-	-	miejsce stałego zamieszkania lub siedziba instytucji	NA	u	l	oiy	y	-6.090174152322874e-4	-3.374461527734205e-4
dominat	3	-	-	forma rządów w starożytnym Rzymie od czasów Dioklecjana, opierająca się na absolutnej władzy cesarza	NA	u	t	oia	a	2.5966642369404115e-4	-3.862889612523182e-4
dominator	4	-	-	NOT FOUND	NA	a	r	oiao	o	3.3243155428742667e-4	-1.1569800214529195e-4
domofon	3	-	-	urządzenie umożliwiające komunikację między osobą znajdującą się przy drzwiach wejściowych do budynku a lokatorem	артефакт	u	n	ooo	o	5.023056877252143e-4	-3.6166438180100903e-4
domont	2	-	-	NOT FOUND	NA	u	nt	oo	o	5.376561019269746e-4	-3.976611169492666e-4
domysł	2	-	-	to, czego ktoś się domyśla	NA	u	sł	oy	y	-3.184455855067968e-4	-6.178501522723989e-4
domyślnik	3	-	-	to, czego trzeba się domyślać	NA	a	k	oyi	i	-4.401179627730833e-4	-6.821844634302687e-5
donaks	2	-	-	NOT FOUND	NA	u	ks	oa	a	5.089480288748164e-4	-4.7198740027345614e-4
donaryt	3	-	-	NOT FOUND	NA	u	t	oay	y	-5.354143214846659e-4	-4.094557315163591e-4
donegal	3	-	-	tkanina wełniana ze zgrzebnej przędzy	артефакт	u	l	oea	a	4.7478344375702646e-4	-3.107438819801039e-4
donor	2	-	-	w półprzewodniku: atom domieszki lub defekt sieci krystalicznej dostarczający elektron do pasma przewodnictwa	NA	u	r	oo	o	5.649379903572485e-4	-3.747677727650718e-4
donos	2	-	-	zgłoszenie do władz, zwykle tajne, o dokonaniu przez kogoś jakiegoś wykroczenia lub przestępstwa	NA	u	s	oo	o	5.331900827873392e-4	-5.555619631197906e-4
donośnik	3	-	-	część broni, w której umieszczony jest nabój przed jego przemieszczeniem się do komory nabojowej	артефакт	a	k	ooi	i	-2.538157433533371e-4	-6.790030829005806e-5
