word	syllables	suffix	meaning	semantics	ending	cons.cluster	all_vowels	last_vowel	1	2
hukot	2	ot	NOT FOUND	NA	u	t	uo	o	-0.001370166258309104	6.422656519185729e-4
humanismus	4	-	uznání hodnot člověka a lidskosti; kulturněhistorický směr renezance	абстрактное понятие	u	s	uaiu	u	-0.0028625598640516212	0.002319347715726039
humbuk	2	-	klam, podvod; planý rozruch	NA	u	k	uu	u	-5.27041461798642e-4	0.0017888091219984972
humor	2	-	dobrá a veselá nálada, žertování	абстрактное понятие	u	r	uo	o	-0.001821111307570927	0.001145430522492233
humus	2	-	souhrn organických látek v půdě	вещество	u	s	uu	u	-0.0023055139247086577	0.0023790428740121106
hurikán	3	án	místní název pro vyvinutou tropickou cyklonu, mohutnou vichřici v severních částech Atlantského oceánu; uragán	NA	u	n	uiá	á	5.968920782831167e-4	-0.003970066461930036
hybrid	2	-	míšenec; kříženec	NA	u	d	yi	i	-0.0015630718473973477	2.3979659612432022e-5
hymnus	2	-	1. oslavná báseň; 2. duchovní píseň k oslavě boha	NA	u	s	yu	u	-0.0021618143618541722	0.0024028846421143266
hypermarket	4	-	NOT FOUND	NA	u	t	yeae	e	5.9325603614351e-4	-3.5954776192362894e-4
háj	1	-	NOT FOUND	NA	u	j	á	á	-0.0010899275213407968	-0.001239537212727359
hájek	2	ek	NOT FOUND	NA	u	k	áe	e	0.004187838937928305	6.786845942056085e-4
hák	1	-	NOT FOUND	NA	u	k	á	á	7.215079241029694e-5	-0.001439469561880189
háv	1	-	NOT FOUND	NA	u	v	á	á	-0.0011895113146854971	-0.0013194576782862384
háček	2	ek	NOT FOUND	NA	u	k	áe	e	0.004187838937928305	6.786845942056085e-4
hřbet	1	-	NOT FOUND	NA	u	t	e	e	1.7159816475874668e-4	9.110664926010732e-4
hřeb	1	-	NOT FOUND	NA	u	b	e	e	-2.0062478662100105e-4	0.0012536387544885565
hřeben	2	-	NOT FOUND	NA	u	n	ee	e	8.600166427877778e-4	5.237791378383126e-4
hřebík	2	ík	NOT FOUND	NA	u	k	eí	í	0.002699484468887406	-2.0411085424660265e-4
hřebínek	3	ek	NOT FOUND	NA	u	k	eíe	e	0.005530102585663725	4.986914634799536e-4
hřebíček	3	ek	NOT FOUND	NA	u	k	eíe	e	0.005530102585663725	4.986914634799536e-4
hřebčín	2	-	NOT FOUND	NA	a	n	eí	í	3.828235435918933e-4	-9.645987196296055e-5
hřib	1	-	NOT FOUND	NA	u	b	i	i	-0.0021479672316614966	7.598575218796976e-4
hřích	1	-	NOT FOUND	NA	u	ch	í	í	-6.680980817586252e-4	6.426179818235321e-4
hřídel	2	-	NOT FOUND	NA	u	l	íe	e	0.001578326378385188	5.266213508300436e-4
ibišek	3	ek	NOT FOUND	NA	u	k	iie	e	0.004732210908689445	5.905370202036673e-4
ideál	3	-	vzor, dokonalý představitel; vysoký cíl	абстрактное понятие	u	l	ieá	á	1.2459423635599145e-4	-0.002179768417288007
idiom	3	-	úsloví, rčení	абстрактное понятие	u	m	iio	o	-0.0010342954930423268	0.0013050042698859524
idol	2	-	kultovní předmět pravěkých náboženství, modla; zbožňovaná, uctívaná osoba; nepravý ideál	артефакт	u	l	io	o	-0.0013638759635039948	4.620376934901355e-4
igelit	3	-	plast, měkčený polyvinylchlorid	вещество	u	t	iei	i	-6.943229442520448e-4	-1.7489786496754662e-4
imperativ	4	-	příkaz, požadavek jaz. rozkazovací způsob	NA	u	v	ieai	i	-0.0015918729893826583	-5.442240491637738e-4
import	2	-	dovoz	NA	u	rt	io	o	-0.001498005475864204	9.186005155469882e-4
impresionismus	6	-	NOT FOUND	абстрактное понятие	u	s	ieioiu	u	-0.004332516214157245	0.004614254355742521
impuls	2	-	podnět, vzruch; fyz. časový průběh elektrické veličiny trvající jen krátkou dobu a mající obv. obdélníkový nebo trojúhelníkový tvar	NA	u	ls	iu	u	-0.0023407653992218135	0.0028244649049832976
incest	2	-	nečistota; krvesmilství	NA	u	st	ie	e	9.024878156334562e-4	9.93551707442185e-4
incident	3	-	nepříjemná událost, příhoda	абстрактное понятие	u	nt	iie	e	0.0020121428930072725	0.0012450730202877185
index	2	-	1. seznam, soupis, rejstřík; 2. symbol užívaný k rozlišování objektů; 3. výkaz o studiu na vysokých školách; 4. hodnotový ukazatel	NA	u	x	ie	e	0.0010843734988145405	8.245483437732664e-4
indikátor	4	-	ukazatel	NA	u	r	iiáo	o	-0.0014216779786648851	-1.7974410351826028e-4
infarkt	2	-	ohraničené odumření tkáně po zamezení přívodu krve z uzavřené tepny (i. myokardu, plic, placenty, ledviny)	NA	u	rkt	ia	a	-0.0011992665322001262	-0.001632013227247038
inhibitor	4	-	látka, přísada zpomalující nebo zcela zastavující reakci	NA	u	r	iiio	o	-0.0014216779786648847	-1.797441035182602e-4
inkoust	3	-	NOT FOUND	NA	u	st	iou	u	-0.001029300334250171	0.002225473650472546
inkubátor	4	-	přístroj k zajištění vhodných podmínek pro nedonošené dítě; líheň	артефакт	u	r	iuáo	o	-0.0017321876697701556	-2.87052253561862e-4
inspektorát	4	-	dozorčí úřad, policejní úřad	NA	u	t	ieoá	á	-5.088581172428143e-4	-0.002604733327971644
instinkt	2	-	vrozený pud, vnuknutí; tušení	абстрактное понятие	u	nkt	ii	i	-0.0024929136063854967	-1.801432743973278e-4
institut	3	-	ústav; soubor právních norem	NA	u	t	iiu	u	-6.234959489476772e-4	0.0013176941428314467
instrument	3	-	nástroj, přístroj, prostředek	артефакт	u	nt	iue	e	0.0024943044109648703	6.037996095247965e-4
integrál	3	-	jeden ze základních pojmů matematické analýzy, zobecnění součtu	NA	u	l	ieá	á	5.73580582649066e-4	-0.0026828136013254266
intelekt	3	-	rozum, schopnost myšlení a racionálního poznání	абстрактное понятие	u	kt	iee	e	0.0010188398091736178	0.0012041131973266179
interface	4	-	rozhraní, propojení, styk; komunikační přechod,mezistyk; převodník (mezi dvěma číslicovými systémy)	NA	u	V	ieae	e	0.0012554237854861471	-3.801345458095049e-4
interiér	4	-	vnitřní prostor, vnitřní zařízení architektonického prostoru	NA	u	r	ieié	é	-0.0013337652695213688	-4.8009816914238774e-4
interval	3	-	časový úsek mezera, přestávka	NA	u	l	iea	a	-1.3353291386244439e-4	-0.0012696398699112452
interview	4	-	rozhovor	NA	u	w	ieie	e	0.0013506248099027687	-5.844466693131445e-4
inventář	3	ář	seznam, soupis	NA	u	ř	ieá	á	0.00136205142855772	-0.00823702301486012
inzerát	3	-	krátké placené oznámení, reklama v tisku	NA	u	t	ieá	á	5.426661867628419e-4	-0.002662737591500633
ion	2	-	elektricky nabitá částice nesoucí elementární náboj	NA	u	n	io	o	-0.0013065437592812569	5.058054790050944e-4
itinerář	4	ář	cestovní deník, náčrt, popis cesty, trati s jejími zvláštnostmi; pomůcka udávající vzdálenosti mezi jednotlivými místy dálkového spoje	NA	u	ř	iieá	á	6.726075693221659e-4	-0.011257779601423247
izolant	3	-	izolační hmota; nevodič, izolátor	NA	u	nt	ioa	a	2.3043634196247522e-4	-8.921583441229959e-4
jam	1	-	1. ovíjivá vytrvalá rostlina, jejíž hlízy lze konzumovat podobně jako brambory; 2. džem	вещество	u	m	a	a	-0.0020902749694805935	-5.536476467648994e-4
jas	1	-	NOT FOUND	NA	u	s	a	a	-0.0021643986455432587	1.6024561900884082e-5
jasan	2	an	NOT FOUND	NA	u	n	aa	a	-0.0016137868290138184	-0.0027706270563335445
jed	1	-	NOT FOUND	NA	u	d	e	e	-8.853076910526443e-5	0.0010221172740144293
jehlan	2	an	NOT FOUND	NA	u	n	ea	a	-0.0016032013128926574	-0.0026670569893482436
jehličnan	3	an	NOT FOUND	NA	u	n	eia	a	-6.299908110462358e-4	-0.002536361195450899
jek	1	-	NOT FOUND	NA	u	k	e	e	0.00120094521505895	9.741246507644141e-4
jekot	2	ot	NOT FOUND	NA	u	t	eo	o	-0.0013528587414407126	6.650504879624682e-4
jen	1	-	měnová jednotka Japonska	NA	u	n	e	e	4.4496099883903146e-5	8.656304446679046e-4
jetel	2	-	NOT FOUND	NA	u	l	ee	e	0.0010180331035488453	5.491391759466874e-4
jev	1	-	NOT FOUND	NA	u	v	e	e	-6.0716892036843995e-5	0.001094136534358365
jez	1	-	NOT FOUND	NA	u	z	e	e	2.9768093833281318e-5	9.499220596998851e-4
jezdec	2	ec	NOT FOUND	NA	u	c	ee	e	0.004183488764612349	0.001594198860321033
ječmen	2	-	NOT FOUND	NA	a	n	ee	e	8.600166427877778e-4	5.237791378383126e-4
jeřáb	2	-	NOT FOUND	NA	u	b	eá	á	-3.1898643032062115e-4	-0.0023077364552023826
jeřábek	3	ek	NOT FOUND	NA	u	k	eáe	e	0.005318915594617024	4.989336387292683e-4
jihovýchod	4	-	NOT FOUND	NA	u	d	ioýo	o	-0.0015642208025436583	-1.658175945713654e-4
jihozápad	4	-	NOT FOUND	NA	u	d	ioáa	a	-0.0015569609251199507	-0.0017138600511679145
jinotaj	3	-	NOT FOUND	NA	u	j	ioa	a	-3.5892768557919827e-4	-9.162425955983322e-4
jistič	2	ič	NOT FOUND	NA	u	č	ii	i	-0.0019694147783152487	-0.005044031610537773
jásot	2	ot	NOT FOUND	NA	u	t	áo	o	-0.001274000696712285	6.480925987046632e-4
jícen	2	-	NOT FOUND	NA	u	n	íe	e	0.0014203099176241204	5.012613127216688e-4
jíl	1	-	NOT FOUND	NA	u	l	í	í	-4.203075972427238e-4	3.222935499303404e-4
jírovec	3	ec	NOT FOUND	NA	u	c	íoe	e	0.006102305983693352	0.0016337055535741978
kabaret	3	-	zábavný, obv. humoristický, hudební a taneční program; místnost, podnik, kde se takový program předvádí	NA	u	t	aae	e	0.0015829209575713068	3.45020134913686e-4
kabel	2	-	NOT FOUND	артефакт	u	l	ae	e	9.562614324694277e-4	4.814453152387959e-4
kabinet	3	-	1. pracovna; malý pokojík 2. místnost pro učební pomůcky, sbírky; 3. obv. umělecky zpracovaná skříň nebo skříňka s mnoha přihrádkami a zásuvkami pro úschovu dokumentů,šperků ap.; 4. vláda nebo část vlády,	NA	u	t	aie	e	0.001841909532421333	3.755964883351358e-4
kabriolet	4	-	otevřená automobilová karoserie se stahovací plátěnou nebo odnímatelnou střechou	артефакт	u	t	aioe	e	2.827463450382375e-4	-4.668559119672246e-4
kabát	2	-	NOT FOUND	NA	u	t	aá	á	-1.0675365004463532e-4	-0.0025077461660834976
kabátek	3	ek	NOT FOUND	NA	u	k	aáe	e	0.005530102585663734	4.986914634799517e-4
kaftan	2	an	dlouhý volný plášť orientálního původu	артефакт	u	n	aa	a	-0.0018291354939976242	-0.002839754879956878
kahan	2	an	NOT FOUND	NA	u	n	aa	a	-0.0016137868290138184	-0.0027706270563335445
kal	1	-	NOT FOUND	NA	u	l	a	a	-0.0016519733474862864	-6.846408981619716e-4
kalibr	2	-	1. světlost, vnitřní průměr dutiny; vnitřní průměr hlavně nebo průměr střely, ráže; 2. přesné měřidlo	NA	u	br	ai	i	-0.0016446908113242232	-3.3778846001626634e-4
kalkul	2	-	formalizovaná soustava, počet; úvaha, rozvaha, plán; počítání, výpočet	NA	u	l	au	u	-0.0014702786878963503	0.0012966814432618058
kalkulátor	4	-	počítačka, kalkulačka	артефакт	u	r	auáo	o	-0.0017321876697701528	-2.8705225356186453e-4
kalíšek	3	ek	NOT FOUND	NA	u	k	aíe	e	0.005530102585663727	4.986914634799534e-4
kamelot	3	ot	pouliční prodavač novin	NA	u	t	aeo	o	-4.150790114692636e-4	4.678403572900152e-4
kamion	3	-	velký nákladní automobil	артефакт	u	n	aio	o	-6.175709530026927e-4	1.9099225212758115e-4
kamínek	3	ek	NOT FOUND	NA	u	k	aíe	e	0.005530102585663727	4.986914634799534e-4
kanon	2	-	druh děla s dlouhou hlavní	абстрактное понятие	u	n	ao	o	-0.0017657293915488606	9.96468778692935e-4
kanystr	2	-	plechová nebo plastová nádoba na skladování a přepravu kapalin	артефакт	u	str	ay	y	-0.001604157813717778	4.8721003410370496e-4
kanál	2	-	NOT FOUND	NA	u	l	aá	á	-7.583925415841114e-5	-0.002527822175908291
kanálek	3	ek	NOT FOUND	NA	u	k	aáe	e	0.005530102585663734	4.986914634799517e-4
kanár	2	-	NOT FOUND	NA	u	r	aá	á	-2.680244557901628e-4	-0.002405666830490228
kapitál	3	-	1. finanční nebo jiná aktiva, např. pracovní síla, hmotná aktiva; 2. vytlouci k. využít něčeho	NA	u	l	aiá	á	7.00617196435127e-4	-0.0025029266988110806
kapsář	2	ář	NOT FOUND	NA	u	ř	aá	á	7.12631591750243e-4	-0.008082031589442984
kar	1	-	ledovcový kotel	артефакт	u	r	a	a	-0.002059507214101844	-6.316133763672421e-4
karavan	3	an	obytný automobil, obytný přívěs automobilu	NA	u	n	aaa	a	-7.216015791475221e-4	-0.0030116185400739727
karbanátek	4	ek	NOT FOUND	NA	u	k	aaáe	e	0.004526327858190407	-1.4907878852087227e-4
karbon	2	-	1. útvar mladších prvohor; 2. usazenina tuhých zbytků paliva a olejů na vnitřních stěnách součástí spalovacích motorů	вещество	u	n	ao	o	-0.00158435755569485	4.661260545944083e-4
karburátor	4	-	zařízení, ve kterém se vytváří zápalná směs pro benzinové motory	артефакт	u	r	auáo	o	-0.0017321876697701528	-2.8705225356186453e-4
karcinom	3	-	zhoubný nádor, rakovina	артефакт	u	m	aio	o	-6.302416037968681e-4	3.746430816941356e-4
kardiostimulátor	7	-	přístroj k srdeční stimulaci elektrickými impulzy	артефакт	u	r	aioiuáo	o	-0.002992957499496917	0.0019155201975248192
karneval	3	-	lidová zábava, průvod, maškarní ples	NA	u	l	aea	a	-1.7425049848915968e-4	-0.0012383527901809795
kartáč	2	áč	NOT FOUND	NA	u	č	aá	á	-1.2028772244179565e-4	-0.008351883766282962
kartáček	3	ek	NOT FOUND	NA	u	k	aáe	e	0.005530102585663734	4.986914634799517e-4
kastrol	2	-	NOT FOUND	NA	u	l	ao	o	-0.0011587265844947184	5.187836327638907e-4
kat	1	-	tropický vždyzelený keř nebo malý strom, jehož listy se žvýkají jako droga nebo používají jako čaj	NA	u	t	a	a	-0.0016828877433725106	-6.645648883371779e-4
katalog	3	-	utříděný seznam; soupis	артефакт	u	g	aao	o	-6.951044989934617e-4	2.2775710255559608e-4
katapult	3	-	1. starověká metací zbraň; 2. zařízení na vymrštění pilota při havárii letadla	артефакт	u	lt	aau	u	-0.0016079706514979556	0.0016439930723828368
katastr	2	-	území obce; zakreslení a soupis pozemkového majetku; úplný úřední soupis	NA	u	str	aa	a	-0.0014845306199950707	-0.0017495371653670738
katechismus	4	-	učebnice, stručný výklad církevní nauky, obv. formou otázek a odpovědí	абстрактное понятие	u	s	aeiu	u	-0.0028625598640516204	0.002319347715726034
katolicismus	5	-	učení a řád katolické církve	абстрактное понятие	u	s	aoiiu	u	-0.003720894941113702	0.004769015354216006
katolicizmus	5	-	učení a řád katolické církve	абстрактное понятие	u	s	aoiiu	u	-0.003720894941113702	0.004769015354216006
kaučuk	3	-	makromolekulová látka získaná z latexu kaučukovníku nebo polymerací vhodných monomerů	вещество	u	k	auu	u	5.812288235334788e-4	0.0011852560385876643
kaz	1	-	NOT FOUND	NA	u	z	a	a	-0.001824717814297976	-6.257093212383659e-4
kašel	2	-	NOT FOUND	NA	u	l	ae	e	0.0011716100974532334	5.505731388621296e-4
kaštan	2	an	NOT FOUND	NA	u	n	aa	a	-0.0016137868290138184	-0.0027706270563335445
kbelík	2	-	NOT FOUND	NA	u	k	eí	í	0.00153927265876694	1.2034334133548851e-5
kec	1	-	NOT FOUND	NA	u	c	e	e	0.0016399780556699314	0.0014986915908520072
kel	1	-	NOT FOUND	NA	u	l	e	e	2.0251256064497087e-4	8.909904827762795e-4
kelímek	3	ek	NOT FOUND	NA	u	k	eíe	e	0.005530102585663725	4.986914634799536e-4
kemp	1	-	tábor; táboření, tábořiště, kempink	NA	u	mp	e	e	-1.7784476412682597e-6	0.001077039437532528
kečup	2	-	ochucený rajčatový protlak	вещество	u	p	eu	u	-0.002177153305919742	0.002057068435159676
keř	1	-	NOT FOUND	NA	u	ř	e	e	4.37180103281214e-4	-0.0012909359474501286
kilogram	3	-	NOT FOUND	NA	u	m	ioa	a	-3.659691377973266e-4	-0.0010410183212811173
kiosek	3	ek	NOT FOUND	NA	u	k	ioe	e	0.004726530993285714	4.48768109708036e-4
kiosk	2	-	zahradní besídka; prodejní stánek, kiosek	NA	u	sk	io	o	-0.001382374303458662	8.762819064761343e-4
klacek	2	ek	NOT FOUND	NA	u	k	ae	e	0.0038684101350468895	7.062330914317988e-4
klad	1	-	NOT FOUND	NA	u	d	a	a	-0.0019430166772365217	-5.535141069238219e-4
klakson	2	-	houkačka motorových vozidel	артефакт	u	n	ao	o	-0.0015320917102395915	4.242957710321822e-4
klam	1	-	NOT FOUND	NA	u	m	a	a	-0.0018226604590415292	-5.263501067037918e-4
klan	1	-	rod, kmen; pevně semknuté společenství	NA	u	n	a	a	-0.001809989808247354	-7.100009362703464e-4
klas	1	-	NOT FOUND	NA	u	s	a	a	-0.0021643986455432587	1.6024561900884082e-5
klavír	2	-	NOT FOUND	NA	u	r	aí	í	2.8921973714293877e-4	-6.299756767620161e-5
klenot	2	ot	NOT FOUND	NA	u	t	eo	o	-0.0013528587414407126	6.650504879624682e-4
klep	1	-	NOT FOUND	NA	u	p	e	e	-1.655949395235599e-4	0.001496794311425992
klid	1	-	NOT FOUND	NA	u	d	i	i	-0.0020358732141457603	5.283360414055702e-4
klik	1	-	NOT FOUND	NA	u	k	i	i	-7.463972299815456e-4	4.803434181555551e-4
klip	1	-	1. střih; krátký filmový záběr nebo zvuková nahrávka; 2. příkrý útes; malé ploché skalnaté pobřeží	NA	u	p	i	i	-0.0021129373845640556	0.0010030130788171332
klitoris	3	-	poštěváček	NA	u	s	ioi	i	-9.542219015795658e-4	7.659724808502692e-4
klobouk	3	-	NOT FOUND	NA	u	k	oou	u	6.04858934015551e-4	0.0011257786773554777
klobouček	4	ek	NOT FOUND	NA	u	k	ooue	e	0.0045263278581904095	-1.4907878852087378e-4
klon	1	-	potomstvo vzniklé nepohlavní cestou z jednoho jedince	NA	u	n	o	o	-0.0018305693377247596	9.323684373960065e-4
kloub	2	-	NOT FOUND	NA	u	b	ou	u	-0.001916639183368051	0.0017724594616435917
klozet	2	-	splachovací záchod	NA	u	t	oe	e	0.0010384222819640203	5.99596996260684e-4
klub	1	-	spolek sdružení lidí se společným zájmem; společenská místnost; noční podnik, bar	NA	u	b	u	u	-0.0024371002678685596	0.002183402523911504
klus	1	-	NOT FOUND	NA	u	s	u	u	-0.00254638821865956	0.0025214197122620827
kluzák	2	ák	NOT FOUND	NA	u	k	uá	á	0.0017090737844597768	-0.003802402916121441
klášter	2	-	NOT FOUND	NA	a	r	áe	e	0.001298853698702897	6.451799870540025e-4
klérus	2	-	duchovenstvo	абстрактное понятие	u	s	éu	u	-0.0026604016673997563	0.002975389662741367
klín	1	-	NOT FOUND	NA	both	n	í	í	-5.783240580037915e-4	2.9693351182196554e-4
klíč	1	-	NOT FOUND	NA	u	č	í	í	-6.845564617388534e-4	-0.002145414922655003
klíček	2	ek	NOT FOUND	NA	u	k	íe	e	0.004275126415978845	6.822813033997128e-4
kmen	1	-	NOT FOUND	NA	u	n	e	e	4.4496099883903146e-5	8.656304446679046e-4
kmit	1	-	NOT FOUND	NA	u	t	i	i	-0.001775744280281749	4.172852599922142e-4
kmitočet	3	-	NOT FOUND	NA	u	t	ioe	e	0.0019988165598058332	3.131841669631606e-4
knedlík	2	-	NOT FOUND	NA	u	k	eí	í	0.00153927265876694	1.2034334133548851e-5
knihtisk	2	-	NOT FOUND	NA	u	sk	ii	i	-0.0015942016394436289	-3.571198586512497e-4
knoflík	2	-	NOT FOUND	NA	u	k	oí	í	0.0016294508546216965	5.245768068288265e-5
knír	1	-	NOT FOUND	NA	u	r	í	í	-6.124927988744755e-4	4.444488953484035e-4
knírek	2	ek	NOT FOUND	NA	u	k	íe	e	0.004275126415978845	6.822813033997128e-4
koberec	3	ec	NOT FOUND	NA	u	c	oee	e	0.005769453481682809	0.0014435833212271057
kodex	2	-	sbírka rukopisů a dokumentů, zákoník	абстрактное понятие	u	x	oe	e	5.422024750959101e-4	0.0013911638729077046
kodér	2	-	zařízení ke kódování dat	NA	u	r	oé	é	-0.0013017425255967376	3.8260919362525175e-4
koeficient	5	-	součinitel; neproměnná veličina, obv. konstanta úměrnosti; index, bezrozměrný statistický výraz	NA	u	nt	oeiie	e	3.9333645720878737e-4	0.0025357502996790847
kohout	3	out	NOT FOUND	NA	u	t	oou	u	-2.919053813105479e-4	0.0014591047662134817
kohoutek	4	ek	NOT FOUND	NA	u	k	ooue	e	0.0045263278581904095	-1.4907878852087378e-4
kok	1	-	bakterie kulovitého tvaru	NA	u	k	o	o	-6.741202225497128e-4	0.001040862643492516
kokos	2	-	kokosový ořech, plod kokosové palmy	NA	u	s	oo	o	-0.0016076625380353488	0.0012391411765526018
kokot	2	ot	NOT FOUND	NA	u	t	oo	o	-0.0012854637386413793	6.605113753715683e-4
kokpit	2	-	pilotní kabina; místo pro posádku v zadní části člunu	NA	u	t	oi	i	-0.0012352243595817357	-1.6702445407623052e-4
koks	1	-	1. palivo, tuhý zbytek vysokoteplotní karbonizace uhlí i dalších látek 2. kokain	вещество	u	ks	o	o	-0.0025665467227631105	0.0012456809972025635
koktejl	2	-	chlazený alkoholický i nealkoholický míchaný nápoj; míchaný předkrm; společenská schůzka s lehkým občerstvením, obv. v pozdní odpoledne	вещество	u	jl	oe	e	0.0012719595664657387	9.862886598852839e-4
kolaps	2	-	zhroucení, selhání orgánu, organizmu, systému	NA	u	ps	oa	a	-0.0014588428658269834	-0.0014900188311231868
kolek	2	ek	NOT FOUND	NA	u	k	oe	e	0.0037661367154439005	7.351809390055593e-4
kolektiv	3	-	1. společenství; organizovaná, obvykle malá skupina osob; 2. druh optické čočky	абстрактное понятие	u	v	oei	i	-0.0011082738054559943	5.833505716539987e-5
kolník	2	-	NOT FOUND	NA	u	k	oí	í	0.0016294508546216965	5.245768068288265e-5
koloběh	3	-	NOT FOUND	NA	u	h	ooě	ě	-4.69616617026643e-4	4.282149640999419e-4
kolos	2	-	antická socha nadživotní velikosti; tvor neobyčejné velikosti, obr; věc mimořádně velkých rozměrů, gigant	артефакт	u	s	oo	o	-0.0018230112030191547	0.0011700133529292682
kolotoč	3	-	NOT FOUND	NA	u	č	ooo	o	-4.956845709491753e-4	-0.0022511498238342834
kolovrátek	4	ek	NOT FOUND	NA	u	k	ooáe	e	0.004526327858190406	-1.4907878852087186e-4
koláč	2	áč	NOT FOUND	NA	u	č	oá	á	-2.1941492687668792e-4	-0.008460909026877694
koláček	3	ek	NOT FOUND	NA	u	k	oáe	e	0.0053717123423787025	4.988730949169392e-4
kolík	2	-	NOT FOUND	NA	u	k	oí	í	0.0016294508546216965	5.245768068288265e-5
kombajn	2	-	strojový komplex vykonávající několik po sobě následujících pracovních úkolů	артефакт	u	jn	oa	a	-0.0017693525569322576	-0.0015973269811667844
komentář	3	ář	poznámky, vysvětlivky, vysvětlení, výklad, kritika	NA	u	ř	oeá	á	0.0014086686382833542	-0.00887552559414627
komfort	2	-	pohodlí, přepych	NA	u	rt	oo	o	-0.0014447154173223911	9.259107149232653e-4
komiks	2	-	obrázkový seriál	артефакт	u	ks	oi	i	-0.0020460379640396716	5.902177423493195e-5
kompars	2	-	v divadle a filmu sbor statistů	NA	u	rs	oa	a	-0.0014812715594745751	-3.662885833049439e-4
kompas	2	-	pomůcka k určování světových stran	артефакт	u	s	oa	a	-0.0018199529361559873	-4.11474203657627e-4
kompilátor	4	-	NOT FOUND	NA	u	r	oiáo	o	-0.0014216779786648834	-1.7974410351826245e-4
komplet	2	-	souprava, sada; souhrn částí určitého celku	NA	u	t	oe	e	0.0010384222819640203	5.99596996260684e-4
komplex	2	-	souhrn, soubor; skupina předmětů tvořících celek souhrn pocitů, sebehodnocení	абстрактное понятие	u	x	oe	e	5.422024750959101e-4	0.0013911638729077046
kompliment	3	-	lichotka; poklona, projev úcty	абстрактное понятие	u	nt	oie	e	0.0022565845608997475	0.001246346940282051
komplot	2	ot	spiknutí, pikle	NA	u	t	oo	o	-0.0012854637386413793	6.605113753715683e-4
kompost	2	-	organické nebo průmyslově vyráběné hnojivo	вещество	u	st	oo	o	-0.0016228852900597845	9.887792425319524e-4
kompot	2	ot	zavařené ovoce	вещество	u	t	oo	o	-0.0015530782490804434	6.332138353104606e-4
kompromis	3	-	dohoda na základě vzájemných ústupků	абстрактное понятие	u	s	ooi	i	-0.0015547286874151422	0.0015102794278229312
komín	2	-	NOT FOUND	NA	both	n	oí	í	4.730017394466497e-4	-5.603652541362676e-5
koncentrát	3	-	1. zhuštěný roztok; 2. kovem obohacená surovina po koncentraci rudy; 3. zbytek po odpaření rozpouštědel	вещество	u	t	oeá	á	3.2166888604941174e-4	-0.0033285377108478917
koncentrátor	4	-	NOT FOUND	NA	u	r	oeáo	o	-0.0014216779786648864	-1.7974410351826275e-4
koncept	2	-	1. první návrh textu, přibližné vypracování textu, náčrt; 2. koncepce, pojetí, pojem	абстрактное понятие	u	pt	oe	e	6.008810313114054e-4	0.001496523769114598
koncert	2	-	veřejná hudební produkce; vícevětá hudební skladba pro sólový nástroj a orchestr	NA	u	rt	oe	e	7.198585005062296e-4	9.669559848694094e-4
koncil	2	-	církevní sněm	NA	u	l	oi	i	-0.0012043099636955114	-1.8710046390102422e-4
kondom	2	-	prezervativ, mužský gumový ochranný a antikoncepční prostředek	артефакт	u	m	oo	o	-0.0014812730165174252	6.276386843245921e-4
konec	2	ec	NOT FOUND	NA	u	c	oe	e	0.004234792338913748	0.0016245806708102357
konektor	3	-	spojovací součástka; společný název pro elektrickou zásuvku a vidlici	артефакт	u	r	oeo	o	-6.825383905440684e-4	3.6220007118252024e-4
koneček	3	ek	NOT FOUND	NA	u	k	oee	e	0.005300797858212962	5.541835894224295e-4
konečník	3	-	NOT FOUND	NA	u	k	oeí	í	0.0023545977252953086	-7.954167256067072e-5
konflikt	2	-	neshoda, rozpor, střet, střetnutí, válka	абстрактное понятие	u	kt	oi	i	-0.0017143783808252304	5.550140763812293e-4
kongres	2	-	sjezd, shromáždění; parlament některých států; politická strana v některých státech	NA	u	s	oe	e	5.56911379793272e-4	0.001280186446498746
konkurs	2	-	1. forma výběru, soutěž; 2. soudní řízení na vyrovnání a zajištění majetku upadajícího dlužníka, konkurzní řízení	NA	u	rs	ou	u	-0.001902594422461445	0.00208653444672352
konkurz	2	-	1. forma výběru, soutěž; 2. soudní řízení na vyrovnání a zajištění majetku upadajícího dlužníka, konkurzní řízení	NA	u	rz	ou	u	-0.002228376064422963	0.0025425650399193583
konsenzus	3	-	shoda názorů, souhlas, společný postoj, součinnost	абстрактное понятие	u	s	oeu	u	-0.0017369785883272302	0.0027517004641199306
konstruktivismus	5	-	NOT FOUND	абстрактное понятие	u	s	ouiiu	u	-0.003720894941113701	0.004769015354216003
kontakt	2	-	dotyk, spojení, styk	NA	u	kt	oa	a	-0.0011532610439518535	-8.039424838523144e-4
kontejner	3	-	přepravník, pojízdná nádoba na tuhý komunální odpad	артефакт	u	r	oee	e	0.002196463954003748	4.515511586474898e-4
kontext	2	-	souvislost; významová souvislost jazykového projevu; souvislý text; souvislost jevů nebo událostí	абстрактное понятие	u	xt	oe	e	0.001015028931371112	0.0016816644177032006
kontinent	3	-	pevnina, světadíl	NA	u	nt	oie	e	0.0027055709071928218	7.433017562446317e-4
kontingent	3	-	pevný počet, pevně stanovené množství	NA	u	nt	oie	e	0.0027055709071928218	7.433017562446317e-4
kontr	1	-	NOT FOUND	NA	u	ntr	o	o	-0.0022956798233400634	0.0016157601552758164
