word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
drobet	-	+	2	t	oe	e		NOT FOUND	
drobeček	-	+	3	k	oee	e	ek	NOT FOUND	
drtič	-	-	1	č	i	i	ič	NOT FOUND	
druh	-	+	1	h	u	u		NOT FOUND	
druhák	-	+	2	k	uá	á	ák	NOT FOUND	
dráp	-	+	1	p	á	á		NOT FOUND	
drát	-	+	1	t	á	á		NOT FOUND	
držák	-	+	1	k	á	á	ák	NOT FOUND	
duben	+	-	2	n	ue	e		NOT FOUND	
dudlík	-	+	2	k	uí	í		NOT FOUND	
duel	-	+	2	l	ue	e		"souboj"	
duet	-	+	2	t	ue	e		"skladba pro dva nástroje nebo pro dva hlasy a její provedení; duo; dvojzpěv"	
dumping	-	+	2	ng	ui	i		"damping"	
duplikát	-	+	3	t	uiá	á		"druhé vyhotovení podle originálu mající stejnou platnost jako originál; kopie"	
dural	-	+	2	l	ua	a		"lehká, tvrdá a pevná slitina hliníku a mědi s příměsí hořčíku a manganu"	вещество
dusičnan	-	+	3	n	uia	a	an	NOT FOUND	
dvorec	-	-	2	c	oe	e	ec	NOT FOUND	
dvorek	+	+	2	k	oe	e	ek	NOT FOUND	
dvůr	+	-	1	r	ů	ů		NOT FOUND	
dárek	-	+	2	k	áe	e	ek	NOT FOUND	
démant	-	+	2	nt	éa	a		"1. nejtvrdší nerost, krychlová modifikace uhlíku, velmi cenný drahokam; 2. písmo o velikosti 4 bodů"	
déšť	-	-	1	šť	é	é		NOT FOUND	
dík	-	+	1	k	í	í		NOT FOUND	
díl	-	+	1	l	í	í		NOT FOUND	
dílec	-	-	2	c	íe	e	ec	NOT FOUND	
dóm	-	+	1	m	ó	ó		"hlavní chrám; klenba, kupole; rozlehlá podzemní krasová jeskyně"	
dým	-	+	1	m	ý	ý		NOT FOUND	
děj	-	-	1	j	ě	ě		NOT FOUND	
dějepis	-	+	3	s	ěei	i		NOT FOUND	
děs	-	+	1	s	ě	ě		NOT FOUND	
dřep	-	+	1	p	e	e		NOT FOUND	
dřevoryt	-	+	3	t	eoy	y		NOT FOUND	
dřevák	-	+	2	k	eá	á	ák	NOT FOUND	
dřez	-	+	1	z	e	e		NOT FOUND	
dřík	-	+	1	k	í	í		NOT FOUND	
důchod	-	+	2	d	ůo	o		NOT FOUND	
důkaz	-	+	2	z	ůa	a		NOT FOUND	
důl	-	+	1	l	ů	ů		NOT FOUND	
důlek	-	+	2	k	ůe	e	ek	NOT FOUND	
dům	-	+	1	m	ů	ů		NOT FOUND	
důraz	-	+	2	z	ůa	a		NOT FOUND	
důsledek	-	+	3	k	ůee	e	ek	NOT FOUND	
důvod	-	+	2	d	ůo	o		NOT FOUND	
důvtip	-	+	2	p	ůi	i		NOT FOUND	
džbán	-	+	1	n	á	á	án	NOT FOUND	
džbánek	-	+	2	k	áe	e	ek	NOT FOUND	
džem	-	+	1	m	e	e		"1. zavařenina s kousky ovoce; 2. dopravní zácpa"	вещество
džihád	-	+	2	d	iá	á		"svatá válka v zájmu šíření nebo obrany islámu"	
džin	-	+	1	n	i	i		"duch"	
džus	-	+	1	s	u	u		"ovocná nebo zeleninová šťáva"	
editor	-	+	3	r	eio	o		"1. vydavatel; 2.program pro pořizování a úpravu textu"	
efekt	-	+	2	kt	ee	e		"účinek, výsledek; úspěch, dojem"	абстрактное понятие
egoismus	-	+	4	s	eoiu	u		"zdůrazňování sebe sama, stavění se do popředí, sobectví"	абстрактное понятие
ejakulát	-	+	4	t	eauá	á		"sekret mužských pohlavních žláz obsahující sperma"	вещество
ekvivalent	-	+	4	nt	eiae	e		"stejná nebo odpovídající hodnota"	абстрактное понятие
ekzém	-	+	2	m	eé	é		"kožní zánětlivé onemocnění podmíněné přecitlivělostí organizmu vůči alergenům organického i anorganického původu"	
element	-	+	3	nt	eee	e		"prvek složka, součástka"	абстрактное понятие
elixír	-	+	3	r	eií	í		"1. tajemný zázračný léčivý prostředek; 2. farmaceutický přípravek obsahující líh a cukr"	вещество
elán	-	+	2	n	eá	á		"nadšení; oduševnění, rozmach"	
email	-	+	3	l	eai	i		"glazura, smalt; zubní sklovina"	
entuziasmus	-	+	5	s	euiau	u		"nadšení, zanícení pro něco"	абстрактное понятие
epilog	-	+	3	g	eio	o		"doslov, závěr, dohra"	
epitaf	-	+	3	f	eia	a		"1. náhrobní nápis; 2. náhrobní kámen, deska"	
epos	-	+	2	s	eo	o		"rozsáhlá epická báseň, epopej"	
erb	-	+	1	rb	e	e		"rodový, městský, zemský, státní znak"	
esej	-	-	2	j	ee	e		"úvaha duchaplně pojednávající o filozofických, kulturních nebo společenských otázkách"	
eskalátor	-	+	4	r	eaáo	o		"pohyblivé schodiště"	
esprit	-	+	2	t	ei	i		"důvtip, duchaplnost, vtipnost"	абстрактное понятие
etalon	-	+	3	n	eao	o		"standard, normál"	абстрактное понятие
etanol	-	+	3	l	eao	o		"nejjednodušší alkohol, etylalkohol, líh"	вещество
ethan	-	+	2	n	ea	a	an	"nasycený uhlovodík, bez barvý hořlavý plyn"	вещество
ethanol	-	+	3	l	eao	o		"nejjednodušší alkohol, etylalkohol, líh"	вещество
eufemismus	-	+	5	s	eueiu	u		"zjemnění jazykového výrazu označujícího nepříjemnou nebo drsnou skutečnost; řidčeji eufemie; nahrazení výrazu drsného nebo označujícího nepříjemné skutečnosti nebo představy výrazem jemnějším, mírnějším (např.zavřít oči - zemřít); opak: dysfemismus"	абстрактное понятие
eukalypt	-	+	4	pt	euay	y		"blahovičník"	
exces	-	+	2	s	ee	e		"výstřelek, výstřednost, nestřídmost; výtržnost"	абстрактное понятие
exemplář	-	-	3	ř	eeá	á	ář	"jeden kus, předmět ze sbírky"	артефакт
exil	-	+	2	l	ei	i		"vyhnanství, vypovězení ze země, vynucený pobyt v cizině"	
existencialismus	-	+	7	s	eieiaiu	u		NOT FOUND	
exkrement	-	+	3	nt	eee	e		"výměšek, výkal, výmět"	
exot	-	+	2	t	eo	o		"předmět, věc cizokrajného původu; výjimečná zvláštnost"	
experiment	-	+	4	nt	eeie	e		"pokus; metoda výzkumu nebo vědeckého ověření"	абстрактное понятие
exponent	-	+	3	nt	eoe	e		"1. mat. mocnitel; 2. exponovaný člověk"	
exponát	-	+	3	t	eoá	á		"předmět vystavený na výstavě, v muzeu ap."	
export	-	+	2	rt	eo	o		"vývoz"	
expres	-	+	2	s	ee	e		"1. spěšná zásilka; 2. expresní spoj (vlak, autobus)"	
exteriér	-	+	4	r	eeié	é		"vnější část, zevnějšek volné prostranství"	
extrakt	-	+	2	kt	ea	a		"výtažek, výluh"	вещество
extrém	-	+	2	m	eé	é		"výstřednost, výstřelek, krajnost; společné označení pro maximum a minimum"	
fakt	-	+	1	kt	a	a		"skutečnost, událost, skutek, ověřený jev"	абстрактное понятие
faktor	-	+	2	r	ao	o		"1. činitel, zprostředkovatel; 2. síla uplatňující se v nějakém procesu"	абстрактное понятие
falzifikát	-	+	4	t	aiiá	á		"falsifikát padělek, falzum"	
fanatismus	-	+	4	s	aaiu	u		"nekritické zaujetí; slepé vášnivé nadšení"	абстрактное понятие
fantom	-	+	2	m	ao	o		"1. přízrak, vidina, přelud; 2. citový prožitek na základě představy"	
favorit	-	+	3	t	aoi	i		"oblíbenec, chráněnec; předpokládaný vítěz"	
fax	-	+	1	x	a	a		"snímání, přenos a reprodukce dokumentu prostřednictvím telefonní sítě, telefax"	артефакт
fenomén	-	+	3	n	eoé	é		"1. jev, úkaz, skutečnost, postižitelný úkaz; 2. neobyčejný zjev, mimořádný člověk"	абстрактное понятие
festival	-	+	3	l	eia	a		"soutěžní přehlídka uměleckých výkonů nebo výtvorů, slavnostní sjezd"	
feudalismus	-	+	5	s	euaiu	u		"společenský řád založený na vlastnictví půdy a na poddanství"	абстрактное понятие
film	-	+	1	lm	i	i		"1. celuloidový pás s vrstvou citlivou na světlo jako fotografický nebo kinematografický materiál; 2. souvislá řada snímků určená k promítání; 3. filmové umění, kinematografie; 4. tenký povlak na něčem"	
filtr	-	+	1	ltr	i	i		"zařízení k zadržování, pohlcování, oddělování složky ze směsi"	артефакт
finiš	-	-	2	š	ii	i		"konec, dokončení, dohotovení, ukončení s vynaložením značného úsilí, spurt"	
fix	-	+	1	x	i	i		"1. skutečná poloha letadla zjištěná navigačními metodami; 2. tužka s barevnou lihovou náplní"	
fjord	-	+	1	rd	o	o		"dlouhé a úzké údolí ledovcového původu zatopené mořem"	
flek	-	+	1	k	e	e		NOT FOUND	
flirt	-	+	1	rt	i	i		"nezávazný milostný zájem, flirtování"	абстрактное понятие
fluor	-	+	2	r	uo	o		NOT FOUND	
flám	-	+	1	m	á	á		"hýření, ponocování"	абстрактное понятие
flíček	-	+	2	k	íe	e	ek	NOT FOUND	
fofr	-	+	1	fr	o	o		"spěch, shon, zmatek"	абстрактное понятие
folklor	-	+	2	r	oo	o		"část lidové kultury zahrnující slovesné, hudební, dramatické a taneční projevy; lidová kultura vůbec"	абстрактное понятие
fond	-	+	1	nd	o	o		"1. souhrn majetku, obv. finančního, určený pro konkrétní účel; 2. samostatná právnická osoba; 3. základ, základní stav; 4. podklad; 5. zdatnost, schopnost"	
font	-	+	1	nt	o	o		"sada grafických znaků odpovídající danému typu písma"	
forhend	-	+	2	nd	oe	e		"ve sportovních hrách úder ve směru po ruce, pro praváky zprava"	
formulář	-	-	3	ř	ouá	á	ář	"tiskopis, blanket; listina"	артефакт
formát	-	+	2	t	oá	á		"velikost, rozměr; úroveň"	абстрактное понятие
fosfát	-	+	2	t	oá	á		NOT FOUND	
fotbal	-	+	2	l	oa	a		NOT FOUND	
fotoaparát	-	+	5	t	ooaaá	á		NOT FOUND	
foyer	-	+	3	r	oye	e		"místnost nebo prostor v divadle nebo při společenském sále určená k oddechu o přestávkách"	
fragment	-	+	2	nt	ae	e		"část, zlomek, díl, úlomek, kousek; neúplné umělecké dílo"	
frak	-	+	1	k	a	a		"pánské slavnostní oblečení skládající se z kabátu se šosy s pravoúhle, k pasu zastřiženými přednicemi, z kalhot bez záložek, bílé vesty, bílé vázanky a cylindru; jen tento kabát"	артефакт
františek	-	+	3	k	aie	e	ek	NOT FOUND	
fungicid	-	+	3	d	uii	i		"chemický prostředek proti parazitním houbám a plísním"	
funk	-	+	1	nk	u	u		"hudební a pěvecký styl s vypjatými vokály"	
funkcionalismus	-	+	6	s	uioaiu	u		NOT FOUND	абстрактное понятие
fág	-	+	1	g	á	á		"vir, jehož hostitelem jsou bakterie, bakteriofág"	
fén	-	+	1	n	é	é		"1. teplý, suchý, obv. nárazovitý vítr na závětrné straně pohoří, föhn; 2. vysoušeč vlasů"	артефакт
fík	-	+	1	k	í	í		NOT FOUND	
gag	-	+	1	g	a	a		"prvek situační komiky"	
gambit	-	+	2	t	ai	i		"druh zahájení šachové hry s obětováním pěšce"	
gang	-	+	1	ng	a	a		"tlupa, parta; zločinecká organizace"	
gauč	-	-	2	č	au	u		"1. kauč široká pohovka; 2. u papírenských strojů soustava dvou válců, popř. spodní z nich"	артефакт
geometr	-	+	3	tr	eoe	e		"zeměměřič"	
gigant	-	+	2	nt	ia	a		"obr; člověk nebo předmět velkých rozměrů"	
gin	-	+	1	n	i	i		"lihovina z jemného lihu, jalovcového destilátu a macerátů z aromatických látek"	
glosář	-	-	2	ř	oá	á	ář	"středověký slovník; seznam glos; seznam slov doložených ve staré památce; slovník s výkladem nejasných slov nebo jejich překlady"	артефакт
glycerin	-	+	3	n	yei	i	in	"trojsytný alkohol, glycerol"	вещество
glóbus	-	+	2	s	óu	u		"kulovitý model Země, planet, Měsíce, zdánlivé nebeské koule"	артефакт
gobelín	-	+	3	n	oeí	í		"nástěnný koberec"	артефакт
golf	-	+	1	lf	o	o		"1. otevřený mořský záliv; 2. sportovní soutěž, odpalování míčků holí postupně do určených jamek"	
gradient	-	+	3	nt	aie	e		"změna fyzikální veličiny připadající na jednotku délky; diferenciální operátor"	
graf	-	+	1	f	a	a		"druhá část složených slov mající význam zapisující, zaznamenávající přístroj, zařízení"	
grafit	-	+	2	t	ai	i		"šesterečná modifikace uhlíku, tuha"	вещество
gramofon	-	+	3	n	aoo	o		"zařízení pro reprodukci mechanického záznamu zvuku z gramofonových desek"	артефакт
grant	-	+	1	nt	a	a		"finanční podpora přidělená grantovou komisí na určitý výzkumný projekt"	
grapefruit	-	+	4	t	aeui	i		"jižní ovoce, grep"	
grep	-	+	1	p	e	e		"jižní ovoce, grapefruit"	
gril	-	+	1	l	i	i		"1. rošt na opékání masa sálavým teplem; 2. jídelna, restaurace"	артефакт
grog	-	+	1	g	o	o		"alkoholický nápoj z horké vody, cukru a rumu, popř. vinného destilátu"	вещество
groš	-	-	1	š	o	o		"drobná mince rakouského šilinku (grosch) a złotého (grosz)"	
gumák	-	+	2	k	uá	á	ák	NOT FOUND	
gyroskop	-	+	3	p	yoo	o		"druh setrvačníku"	артефакт
gól	-	+	1	l	ó	ó		"sport branka"	
habr	-	+	1	br	a	a		NOT FOUND	
hadr	-	+	1	dr	a	a		NOT FOUND	
hadřík	-	+	2	k	aí	í		NOT FOUND	
haf	-	+	1	f	a	a		NOT FOUND	
hajzl	-	+	1	jzl	a	a		"1. záchod; 2. špatný, zlý člověk, mizera, darebák"	
halas	-	+	2	s	aa	a		NOT FOUND	
halit	-	+	2	t	ai	i		"kamenná sůl"	вещество
haléř	-	-	2	ř	aé	é		NOT FOUND	
halíř	-	-	2	ř	aí	í		NOT FOUND	
hamburger	-	+	3	r	aue	e		"masový karbanátek v žemli"	
handicap	-	+	3	p	aia	a		"nevýhoda, překážka; tělesné postižení"	
hangár	-	+	2	r	aá	á		"velká budova, přístřeší"	
hardware	-	+	3		aae	e		"technické vybavení počítače"	артефакт
harmonogram	-	+	4	m	aooa	a		"diagram znázorňující časový sled a dobu trvání jednotlivých činností"	
harém	-	+	2	m	aé	é		"ženská část muslimského domu; souhrnné označení muslimových žen"	
hattrick	-	+	2	ck	ai	i		"vstřelení tří branek stejným hráčem v jednom utkání; dosažení tří vítězství za sebou"	
hazard	-	+	2	rd	aa	a		"1. činnost, jejíž výsledek závisí na náhodě; vysoké riziko; 2. tech. nežádoucí výstupní signál logického prvku vzniklý nepřesnou synchronizací mezi vstupními signály"	абстрактное понятие
hašiš	-	-	2	š	ai	i		"droga z indického konopí"	вещество
herbicid	-	+	3	d	eii	i		"chemický prostředek na hubení plevele"	вещество
hermelín	-	+	3	n	eeí	í		"1. kožešina z hranostaje; 2. měkký sýr s bílou plísní na povrchu"	вещество
heroin	-	+	3	n	eoi	i	in	"opiový alkaloid, diacetylovaný morfin"	вещество
hever	-	+	2	r	ee	e		"přenosné zdvihadlo, zvedák"	
hipodrom	-	+	3	m	ioo	o		"antické závodiště pro závody na koních a vozech; budova s jízdárnou a stájemi"	
histogram	-	+	3	m	ioa	a		"sloupkový diagam"	
hit	-	+	1	t	i	i		"mimořádně úspěšná novinka; úspěšná hudební skladba"	абстрактное понятие
hlad	-	+	1	d	a	a		NOT FOUND	
hladomor	-	+	3	r	aoo	o		NOT FOUND	
hlahol	-	+	2	l	ao	o		NOT FOUND	
hlas	-	+	1	s	a	a		NOT FOUND	
hlavolam	-	+	3	m	aoa	a		NOT FOUND	
hledač	-	-	2	č	ea	a	ač	NOT FOUND	
hlen	-	+	1	n	e	e		NOT FOUND	
hliník	-	+	2	k	ií	í		NOT FOUND	
hlouček	-	+	3	k	oue	e	ek	NOT FOUND	
hltan	-	+	1	n	a	a	an	NOT FOUND	
hluk	-	+	1	k	u	u		NOT FOUND	
hlídač	-	-	2	č	ía	a	ač	NOT FOUND	
hmat	-	+	1	t	a	a		NOT FOUND	
hmyz	-	+	1	z	y	y		NOT FOUND	
hnis	-	+	1	s	i	i		NOT FOUND	
hnus	-	+	1	s	u	u		NOT FOUND	
hnát	-	+	1	t	á	á		NOT FOUND	
hněv	-	+	1	v	ě	ě		NOT FOUND	
hnůj	-	-	1	j	ů	ů		NOT FOUND	
hod	-	+	1	d	o	o		NOT FOUND	
hokej	-	-	2	j	oe	e		NOT FOUND	
hold	-	+	1	ld	o	o		"1. okázalý projev pocty nebo úcty; 2. výkupné, vynucený poplatek ve válce"	
holocaust	-	+	4	st	ooau	u		"vyvražďování Židů nacisty; zničení, zkáza"	абстрактное понятие
hon	-	+	1	n	o	o		NOT FOUND	
honorář	-	-	3	ř	ooá	á	ář	"odměna za výkon svobodného povolání nebo duševní činnosti"	
horizont	-	+	3	nt	oio	o		"1. obzor; 2. geol. vrstva nebo poloha lišící se nějakým znakem; 3. vykrytí boků a pozadí jeviště, atelieru, studia"	
horor	-	+	2	r	oo	o		"hrůza, zděšení; hrůzostrašný příběh"	абстрактное понятие
hospic	-	-	2	c	oi	i		"1. útulek pro pocestné, hospitál; 2. způsob péče o umírající prováděný v instituci (hospici), stacionáři nebo doma, s cílem kvalitně žít až do konce"	
hostinec	-	-	3	c	oie	e	ec	NOT FOUND	
hotel	-	+	2	l	oe	e		"zařízení poskytující přechodné ubytování, obvykle dobré až špičkové úrovně"	
houf	-	+	2	f	ou	u		NOT FOUND	
houser	+	-	3	r	oue	e		NOT FOUND	
hovor	-	+	2	r	oo	o		NOT FOUND	
hořec	-	-	2	c	oe	e	ec	NOT FOUND	
hořák	-	+	2	k	oá	á	ák	NOT FOUND	
hrad	-	+	1	d	a	a		NOT FOUND	
hranol	-	+	2	l	ao	o		NOT FOUND	
hranolek	-	+	3	k	aoe	e	ek	NOT FOUND	
hrbol	-	+	1	l	o	o		NOT FOUND	
hrbolek	-	+	2	k	oe	e	ek	NOT FOUND	
hrnec	-	-	1	c	e	e	ec	NOT FOUND	
hrnek	-	+	1	k	e	e	ek	NOT FOUND	
hrneček	-	+	2	k	ee	e	ek	NOT FOUND	
hrob	-	+	1	b	o	o		NOT FOUND	
hrom	-	+	1	m	o	o		NOT FOUND	
hrot	-	+	1	t	o	o		NOT FOUND	
hrozen	-	+	2	n	oe	e		NOT FOUND	
hrtan	-	+	1	n	a	a	an	NOT FOUND	
hrudník	-	+	2	k	uí	í		NOT FOUND	
hrách	-	+	1	ch	á	á		NOT FOUND	
hrášek	-	+	2	k	áe	e	ek	NOT FOUND	
hukot	-	+	2	t	uo	o	ot	NOT FOUND	
humanismus	-	+	4	s	uaiu	u		"uznání hodnot člověka a lidskosti; kulturněhistorický směr renezance"	абстрактное понятие
humbuk	-	+	2	k	uu	u		"klam, podvod; planý rozruch"	
humor	-	+	2	r	uo	o		"dobrá a veselá nálada, žertování"	абстрактное понятие
humus	-	+	2	s	uu	u		"souhrn organických látek v půdě"	вещество
hurikán	-	+	3	n	uiá	á	án	"místní název pro vyvinutou tropickou cyklonu, mohutnou vichřici v severních částech Atlantského oceánu; uragán"	
hybrid	-	+	2	d	yi	i		"míšenec; kříženec"	
hymnus	-	+	2	s	yu	u		"1. oslavná báseň; 2. duchovní píseň k oslavě boha"	
hypermarket	-	+	4	t	yeae	e		NOT FOUND	
háj	-	-	1	j	á	á		NOT FOUND	
hájek	-	+	2	k	áe	e	ek	NOT FOUND	
hák	-	+	1	k	á	á		NOT FOUND	
háv	-	+	1	v	á	á		NOT FOUND	
háček	-	+	2	k	áe	e	ek	NOT FOUND	
hřbet	-	+	1	t	e	e		NOT FOUND	
hřeb	-	+	1	b	e	e		NOT FOUND	
hřeben	-	+	2	n	ee	e		NOT FOUND	
hřebík	-	+	2	k	eí	í	ík	NOT FOUND	
hřebínek	-	+	3	k	eíe	e	ek	NOT FOUND	
hřebíček	-	+	3	k	eíe	e	ek	NOT FOUND	
hřebčín	+	-	2	n	eí	í		NOT FOUND	
hřib	-	+	1	b	i	i		NOT FOUND	
hřích	-	+	1	ch	í	í		NOT FOUND	
hřídel	-	-	2	l	íe	e		NOT FOUND	
ibišek	-	+	3	k	iie	e	ek	NOT FOUND	
ideál	-	+	3	l	ieá	á		"vzor, dokonalý představitel; vysoký cíl"	абстрактное понятие
idiom	-	+	3	m	iio	o		"úsloví, rčení"	абстрактное понятие
idol	-	+	2	l	io	o		"kultovní předmět pravěkých náboženství, modla; zbožňovaná, uctívaná osoba; nepravý ideál"	артефакт
igelit	-	+	3	t	iei	i		"plast, měkčený polyvinylchlorid"	вещество
imperativ	-	+	4	v	ieai	i		"příkaz, požadavek jaz. rozkazovací způsob"	
import	-	+	2	rt	io	o		"dovoz"	
impresionismus	-	+	6	s	ieioiu	u		NOT FOUND	абстрактное понятие
impuls	-	+	2	ls	iu	u		"podnět, vzruch; fyz. časový průběh elektrické veličiny trvající jen krátkou dobu a mající obv. obdélníkový nebo trojúhelníkový tvar"	
incest	-	+	2	st	ie	e		"nečistota; krvesmilství"	
incident	-	+	3	nt	iie	e		"nepříjemná událost, příhoda"	абстрактное понятие
index	-	+	2	x	ie	e		"1. seznam, soupis, rejstřík; 2. symbol užívaný k rozlišování objektů; 3. výkaz o studiu na vysokých školách; 4. hodnotový ukazatel"	
indikátor	-	+	4	r	iiáo	o		"ukazatel"	
infarkt	-	+	2	rkt	ia	a		"ohraničené odumření tkáně po zamezení přívodu krve z uzavřené tepny (i. myokardu, plic, placenty, ledviny)"	
inhibitor	-	+	4	r	iiio	o		"látka, přísada zpomalující nebo zcela zastavující reakci"	
inkoust	-	+	3	st	iou	u		NOT FOUND	
inkubátor	-	+	4	r	iuáo	o		"přístroj k zajištění vhodných podmínek pro nedonošené dítě; líheň"	артефакт
inspektorát	-	+	4	t	ieoá	á		"dozorčí úřad, policejní úřad"	
instinkt	-	+	2	nkt	ii	i		"vrozený pud, vnuknutí; tušení"	абстрактное понятие
institut	-	+	3	t	iiu	u		"ústav; soubor právních norem"	
instrument	-	+	3	nt	iue	e		"nástroj, přístroj, prostředek"	артефакт
integrál	-	+	3	l	ieá	á		"jeden ze základních pojmů matematické analýzy, zobecnění součtu"	
intelekt	-	+	3	kt	iee	e		"rozum, schopnost myšlení a racionálního poznání"	абстрактное понятие
interface	-	+	4		ieae	e		"rozhraní, propojení, styk; komunikační přechod,mezistyk; převodník (mezi dvěma číslicovými systémy)"	
interiér	-	+	4	r	ieié	é		"vnitřní prostor, vnitřní zařízení architektonického prostoru"	
interval	-	+	3	l	iea	a		"časový úsek mezera, přestávka"	
interview	-	+	4	w	ieie	e		"rozhovor"	
inventář	-	-	3	ř	ieá	á	ář	"seznam, soupis"	
inzerát	-	+	3	t	ieá	á		"krátké placené oznámení, reklama v tisku"	
ion	-	+	2	n	io	o		"elektricky nabitá částice nesoucí elementární náboj"	
itinerář	-	-	4	ř	iieá	á	ář	"cestovní deník, náčrt, popis cesty, trati s jejími zvláštnostmi; pomůcka udávající vzdálenosti mezi jednotlivými místy dálkového spoje"	
izolant	-	+	3	nt	ioa	a		"izolační hmota; nevodič, izolátor"	
jam	-	+	1	m	a	a		"1. ovíjivá vytrvalá rostlina, jejíž hlízy lze konzumovat podobně jako brambory; 2. džem"	вещество
jas	-	+	1	s	a	a		NOT FOUND	
jasan	-	+	2	n	aa	a	an	NOT FOUND	
jed	-	+	1	d	e	e		NOT FOUND	
jehlan	-	+	2	n	ea	a	an	NOT FOUND	
jehličnan	-	+	3	n	eia	a	an	NOT FOUND	
jek	-	+	1	k	e	e		NOT FOUND	
jekot	-	+	2	t	eo	o	ot	NOT FOUND	
jen	-	+	1	n	e	e		"měnová jednotka Japonska"	
jetel	-	-	2	l	ee	e		NOT FOUND	
jev	-	+	1	v	e	e		NOT FOUND	
jez	-	+	1	z	e	e		NOT FOUND	
jezdec	-	-	2	c	ee	e	ec	NOT FOUND	
ječmen	+	-	2	n	ee	e		NOT FOUND	
jeřáb	-	+	2	b	eá	á		NOT FOUND	
jeřábek	-	+	3	k	eáe	e	ek	NOT FOUND	
jihovýchod	-	+	4	d	ioýo	o		NOT FOUND	
jihozápad	-	+	4	d	ioáa	a		NOT FOUND	
jinotaj	-	-	3	j	ioa	a		NOT FOUND	
jistič	-	-	2	č	ii	i	ič	NOT FOUND	
jásot	-	+	2	t	áo	o	ot	NOT FOUND	
jícen	-	+	2	n	íe	e		NOT FOUND	
jíl	-	+	1	l	í	í		NOT FOUND	
jírovec	-	-	3	c	íoe	e	ec	NOT FOUND	
kabaret	-	+	3	t	aae	e		"zábavný, obv. humoristický, hudební a taneční program; místnost, podnik, kde se takový program předvádí"	
kabel	-	+	2	l	ae	e		NOT FOUND	артефакт
kabinet	-	+	3	t	aie	e		"1. pracovna; malý pokojík 2. místnost pro učební pomůcky, sbírky; 3. obv. umělecky zpracovaná skříň nebo skříňka s mnoha přihrádkami a zásuvkami pro úschovu dokumentů,šperků ap.; 4. vláda nebo část vlády,"	
kabriolet	-	+	4	t	aioe	e		"otevřená automobilová karoserie se stahovací plátěnou nebo odnímatelnou střechou"	артефакт
kabát	-	+	2	t	aá	á		NOT FOUND	
kabátek	-	+	3	k	aáe	e	ek	NOT FOUND	
kaftan	-	+	2	n	aa	a	an	"dlouhý volný plášť orientálního původu"	артефакт
kahan	-	+	2	n	aa	a	an	NOT FOUND	
kal	-	+	1	l	a	a		NOT FOUND	
kalibr	-	+	2	br	ai	i		"1. světlost, vnitřní průměr dutiny; vnitřní průměr hlavně nebo průměr střely, ráže; 2. přesné měřidlo"	
kalkul	-	+	2	l	au	u		"formalizovaná soustava, počet; úvaha, rozvaha, plán; počítání, výpočet"	
kalkulátor	-	+	4	r	auáo	o		"počítačka, kalkulačka"	артефакт
kalíšek	-	+	3	k	aíe	e	ek	NOT FOUND	
kamelot	-	+	3	t	aeo	o	ot	"pouliční prodavač novin"	
kamion	-	+	3	n	aio	o		"velký nákladní automobil"	артефакт
kamínek	-	+	3	k	aíe	e	ek	NOT FOUND	
kanon	-	+	2	n	ao	o		"druh děla s dlouhou hlavní"	абстрактное понятие
kanystr	-	+	2	str	ay	y		"plechová nebo plastová nádoba na skladování a přepravu kapalin"	артефакт
kanál	-	+	2	l	aá	á		NOT FOUND	
kanálek	-	+	3	k	aáe	e	ek	NOT FOUND	
kanár	-	+	2	r	aá	á		NOT FOUND	
kapitál	-	+	3	l	aiá	á		"1. finanční nebo jiná aktiva, např. pracovní síla, hmotná aktiva; 2. vytlouci k. využít něčeho"	
kapsář	-	-	2	ř	aá	á	ář	NOT FOUND	
kar	-	+	1	r	a	a		"ledovcový kotel"	артефакт
karavan	-	+	3	n	aaa	a	an	"obytný automobil, obytný přívěs automobilu"	
karbanátek	-	+	4	k	aaáe	e	ek	NOT FOUND	
karbon	-	+	2	n	ao	o		"1. útvar mladších prvohor; 2. usazenina tuhých zbytků paliva a olejů na vnitřních stěnách součástí spalovacích motorů"	вещество
karburátor	-	+	4	r	auáo	o		"zařízení, ve kterém se vytváří zápalná směs pro benzinové motory"	артефакт
karcinom	-	+	3	m	aio	o		"zhoubný nádor, rakovina"	артефакт
kardiostimulátor	-	+	7	r	aioiuáo	o		"přístroj k srdeční stimulaci elektrickými impulzy"	артефакт
karneval	-	+	3	l	aea	a		"lidová zábava, průvod, maškarní ples"	
kartáč	-	-	2	č	aá	á	áč	NOT FOUND	
kartáček	-	+	3	k	aáe	e	ek	NOT FOUND	
kastrol	-	+	2	l	ao	o		NOT FOUND	
kat	-	+	1	t	a	a		"tropický vždyzelený keř nebo malý strom, jehož listy se žvýkají jako droga nebo používají jako čaj"	
katalog	-	+	3	g	aao	o		"utříděný seznam; soupis"	артефакт
katapult	-	+	3	lt	aau	u		"1. starověká metací zbraň; 2. zařízení na vymrštění pilota při havárii letadla"	артефакт
katastr	-	+	2	str	aa	a		"území obce; zakreslení a soupis pozemkového majetku; úplný úřední soupis"	
katechismus	-	+	4	s	aeiu	u		"učebnice, stručný výklad církevní nauky, obv. formou otázek a odpovědí"	абстрактное понятие
katolicismus	-	+	5	s	aoiiu	u		"učení a řád katolické církve"	абстрактное понятие
